epoch,reward,tr,up
1,200.0,0,0
10,200.0,7,1
20,200.0,17,4
30,200.0,27,6
40,161.0,37,9
50,200.0,47,11
60,200.0,57,14
70,200.0,67,16
80,180.0,77,19
90,156.0,87,21
100,200.0,97,24
110,200.0,107,26
120,193.0,117,29
130,200.0,127,31
140,200.0,137,34
150,200.0,147,36
160,200.0,157,39
170,200.0,167,41
180,200.0,177,44
190,200.0,187,46
200,200.0,197,49
210,200.0,207,51
220,200.0,217,54
230,200.0,227,56
240,200.0,237,59
250,200.0,247,61
260,200.0,257,64
270,200.0,267,66
280,177.0,277,69
290,200.0,287,71
300,200.0,297,74
310,200.0,307,76
320,200.0,317,79
330,200.0,327,81
340,200.0,337,84
350,200.0,347,86
360,200.0,357,89
370,200.0,367,91
380,200.0,377,94
390,200.0,387,96
400,200.0,397,99
410,200.0,407,101
420,197.0,417,104
430,194.0,427,106
440,200.0,437,109
450,189.0,447,111
460,200.0,457,114
470,200.0,467,116
480,200.0,477,119
490,200.0,487,121
500,200.0,497,124
510,200.0,507,126
520,200.0,517,129
530,200.0,527,131
540,200.0,537,134
550,194.0,547,136
560,189.0,557,139
570,200.0,567,141
580,200.0,577,144
590,200.0,587,146
600,200.0,597,149
610,200.0,607,151
620,200.0,617,154
630,197.0,627,156
640,200.0,637,159
650,200.0,647,161
660,200.0,657,164
670,200.0,667,166
680,200.0,677,169
690,200.0,687,171
700,181.0,697,174
710,200.0,707,176
720,200.0,717,179
730,200.0,727,181
740,200.0,737,184
750,200.0,747,186
760,186.0,757,189
770,200.0,767,191
780,200.0,777,194
790,200.0,787,196
800,200.0,797,199
810,200.0,807,201
820,200.0,817,204
830,200.0,827,206
840,200.0,837,209
850,200.0,847,211
860,200.0,857,214
870,200.0,867,216
880,200.0,877,219
890,200.0,887,221
900,200.0,897,224
910,200.0,907,226
920,200.0,917,229
930,200.0,927,231
940,184.0,937,234
950,200.0,947,236
960,200.0,957,239
970,200.0,967,241
980,182.0,977,244
990,200.0,987,246
