epoch,reward,tr,loss
1360,9.0,1360,(5.130118552187923e-12, 0.0015670189168304205)
1370,9.0,1370,(1.5358825322664416e-11, 0.004458497744053602)
1380,9.0,1380,(3.197442310920451e-14, 1.0717279110394884e-05)
1390,10.0,1390,(1.176836406102666e-13, 3.257014031987637e-05)
1400,9.0,1400,(5.473399511402022e-12, 0.0030611229594796896)
1410,10.0,1410,(3.197442310920451e-12, 0.0013394112465903163)
1420,11.0,1420,(7.847944516470307e-12, 0.0028674753848463297)
1430,10.0,1430,(1.184874420800952e-11, 0.003515861462801695)
1440,8.0,1440,(1.2789769243681803e-13, 6.504014163510874e-05)
1450,10.0,1450,(1.7284396136574287e-11, 0.008519190363585949)
1460,8.0,1460,(2.1614710021822248e-11, 0.008935174904763699)
1470,9.0,1470,(7.73159314348959e-13, 0.0004054632445331663)
1480,10.0,1480,(2.589928271845565e-12, 0.0008675798308104277)
1490,10.0,1490,(2.4573765244895185e-10, 0.09121093899011612)
1500,10.0,1500,(3.218794120130042e-10, 0.11971498280763626)
1510,9.0,1510,(7.764899834228345e-12, 0.004415967036038637)
1520,10.0,1520,(2.581979074989249e-11, 0.011083259247243404)
1530,9.0,1530,(1.0456080445919724e-11, 0.006188860163092613)
1540,10.0,1540,(6.004086117172847e-11, 0.040913261473178864)
1550,9.0,1550,(1.1510792319313623e-12, 0.0006109700188972056)
1560,9.0,1560,(1.594813170413545e-11, 0.010929880663752556)
1570,9.0,1570,(1.0845102593748379e-11, 0.0056898160837590694)
1580,9.0,1580,(1.2366996315904544e-11, 0.005199671257287264)
1590,17.0,1590,(2.9263347300911846e-10, 0.12434818595647812)
1600,25.0,1600,(4.863665026277886e-12, 0.002310720505192876)
1610,30.0,1610,(2.4807933485249123e-10, 0.12729370594024658)
1620,47.0,1620,(2.708944180085382e-14, 8.774110028753057e-06)
1630,56.0,1630,(2.0041746040533326e-12, 0.0005594207323156297)
1640,55.0,1640,(5.0182080713057076e-14, 1.7052025214070454e-05)
1650,44.0,1650,(1.7826096154749393e-10, 0.10331691801548004)
1660,36.0,1660,(8.038014698286133e-14, 2.398176002316177e-05)
1670,36.0,1670,(2.4482638139033952e-12, 0.0010755088878795505)
1680,49.0,1680,(2.220446049250313e-15, 7.13546853603475e-07)
1690,80.0,1690,(1.7408297026122455e-13, 6.43306557321921e-05)
1700,33.0,1700,(1.1834977442504169e-12, 0.00042259704787284136)
1710,57.0,1710,(5.115907697472721e-13, 0.00018801700207404792)
1720,96.0,1720,(1.6792345292060418e-11, 0.013713414780795574)
1730,53.0,1730,(6.963318810448982e-13, 0.00035947252763435245)
1740,49.0,1740,(6.938494223618363e-11, 0.015364962629973888)
1750,63.0,1750,(1.2159162565694714e-10, 0.17388686537742615)
1760,52.0,1760,(1.879385536085465e-12, 0.00039754254976287484)
1770,50.0,1770,(4.106937012693379e-12, 0.0015201473142951727)
1780,49.0,1780,(1.3199263904084546e-10, 0.18076258897781372)
1790,66.0,1790,(4.046984969363621e-12, 0.0016846683574840426)
1800,66.0,1800,(7.51754214434186e-12, 0.006454577669501305)
1810,130.0,1810,(3.3795188869589765e-13, 0.00010413291602162644)
1820,138.0,1820,(2.6275870368408505e-11, 0.03558473289012909)
1830,170.0,1830,(4.298783551348606e-13, 0.0002785884717013687)
1840,57.0,1840,(1.1441958491786863e-11, 0.0032820163760334253)
1850,115.0,1850,(9.606537787476555e-12, 0.0020676942076534033)
1860,105.0,1860,(1.4551915228366852e-11, 0.0030450772028416395)
1870,126.0,1870,(2.2737367544323206e-13, 8.246683864854276e-05)
1880,46.0,1880,(3.3595348725157237e-12, 0.005837658420205116)
1890,69.0,1890,(2.877698079828406e-13, 0.00020541466074064374)
1900,67.0,1900,(4.107825191113079e-13, 0.00014277439913712442)
1910,44.0,1910,(1.5829559885105482e-11, 0.027969185262918472)
1920,35.0,1920,(7.392531031769067e-11, 0.01337700430303812)
1930,36.0,1930,(4.163114297739412e-11, 0.009395568631589413)
1940,48.0,1940,(7.931877377131968e-12, 0.0073875486850738525)
1950,35.0,1950,(8.815170815523743e-13, 0.0007390351966023445)
1960,49.0,1960,(1.2825296380469808e-12, 0.0018797583179548383)
1970,63.0,1970,(9.642997511605245e-11, 0.014603071846067905)
1980,62.0,1980,(4.863665026277886e-12, 0.0026192099321633577)
1990,48.0,1990,(1.1102230246251565e-14, 1.7332970401184866e-06)
2000,58.0,2000,(6.3044014453339514e-12, 0.023629002273082733)
2010,43.0,2010,(1.7408297026122455e-13, 0.00013360519369598478)
2020,41.0,2020,(1.7195134205394424e-12, 0.00038850540295243263)
2030,61.0,2030,(1.4213075161251254e-11, 0.013066127896308899)
2040,36.0,2040,(5.889733145636455e-13, 9.94950023596175e-05)
2050,82.0,2050,(4.4366732510070506e-11, 0.010457666590809822)
2060,100.0,2060,(1.8207657603852567e-14, 1.241903464688221e-05)
2070,73.0,2070,(8.881784197001252e-14, 5.196370693738572e-05)
2080,103.0,2080,(3.552713678800501e-15, 3.4141578453272814e-06)
2090,82.0,2090,(2.958211453574222e-11, 0.007297128438949585)
2100,62.0,2100,(7.194245199571014e-12, 0.003218242432922125)
2110,71.0,2110,(2.638333995719222e-12, 0.0027007078751921654)
2120,42.0,2120,(5.333511410299252e-13, 0.0004052232252433896)
2130,42.0,2130,(4.440892098500626e-16, 1.807102876227873e-07)
2140,43.0,2140,(3.3795188869589765e-13, 0.00011616421397775412)
2150,46.0,2150,(4.076849968726037e-12, 0.010858112946152687)
2160,74.0,2160,(2.893729700303993e-11, 0.014580147340893745)
2170,140.0,2170,(2.220446049250313e-15, 3.5126572583976667e-06)
2180,89.0,2180,(2.4482638139033952e-12, 0.0013239940162748098)
2190,63.0,2190,(8.264500195309665e-13, 0.0026067057624459267)
2200,54.0,2200,(2.708944180085382e-14, 2.662164297362324e-05)
2210,43.0,2210,(3.927969061123804e-12, 0.017382852733135223)
2220,51.0,2220,(7.194245199571014e-12, 0.008357037790119648)
2230,65.0,2230,(3.4696689965585392e-12, 0.004844805225729942)
2240,92.0,2240,(8.881784197001252e-14, 0.00018754653865471482)
2250,107.0,2250,(1.8041124150158794e-13, 0.0006202573422342539)
2260,69.0,2260,(7.73159314348959e-13, 0.0003737973456736654)
2270,67.0,2270,(7.993605777301127e-13, 0.0017939714016392827)
2280,152.0,2280,(3.4141578453272814e-12, 0.002175015164539218)
2290,160.0,2290,(7.114753231007853e-12, 0.002879514591768384)
2300,45.0,2300,(3.042011087472929e-13, 0.00010804219346027821)
2310,52.0,2310,(9.15045816896054e-12, 0.0017106019658967853)
2320,66.0,2320,(2.0463630789890885e-12, 0.005029036197811365)
2330,62.0,2330,(1.226796442210798e-13, 0.0002605529734864831)
2340,39.0,2340,(2.708944180085382e-14, 1.9125858671031892e-05)
2350,139.0,2350,(1.4551915228366852e-11, 0.003613509703427553)
2360,38.0,2360,(3.552713678800501e-13, 0.0018802752019837499)
2370,37.0,2370,(6.568967592102126e-12, 0.010129093192517757)
2380,59.0,2380,(3.4650060598551136e-13, 0.000606746063567698)
2390,47.0,2390,(4.305694689676898e-12, 0.07695698738098145)
2400,73.0,2400,(1.4210854715202004e-12, 0.00039626008947379887)
2410,84.0,2410,(2.7605695507304517e-12, 0.03813570365309715)
2420,122.0,2420,(1.566746732351021e-12, 0.0015719683142378926)
2430,90.0,2430,(1.4299950112928173e-12, 0.024505343288183212)
2440,112.0,2440,(2.615963001773025e-15, 0.00011125769378850237)
2450,106.0,2450,(3.066991105526995e-14, 0.00044195796363055706)
2460,101.0,2460,(1.2825296380469808e-12, 0.010721853002905846)
2470,98.0,2470,(1.007416372544867e-11, 0.003196611301973462)
2480,113.0,2480,(1.176836406102666e-13, 0.0003669058787636459)
2490,108.0,2490,(4.4986236957811343e-13, 0.0005248626112006605)
2500,139.0,2500,(1.8696155734687636e-13, 0.00028142903465777636)
2510,200.0,2510,(1.566746732351021e-12, 0.0004003426292911172)
2520,108.0,2520,(3.916866830877552e-11, 0.012799442745745182)
2530,47.0,2530,(1.566746732351021e-12, 0.0007263475563377142)
2540,46.0,2540,(4.863665026277886e-12, 0.001211956492625177)
2550,137.0,2550,(3.0397906414236786e-12, 0.012862908653914928)
2560,72.0,2560,(2.4248381080838044e-12, 0.04025065526366234)
2570,69.0,2570,(2.7755575615628914e-15, 5.235415756033035e-06)
2580,77.0,2580,(3.4141578453272814e-12, 0.0011727046221494675)
2590,69.0,2590,(3.1445956949482934e-12, 0.0015001349383965135)
2600,51.0,2600,(1.6044943151882762e-12, 0.0013200410176068544)
2610,89.0,2610,(3.6426417437951386e-13, 0.0008270528051070869)
2620,107.0,2620,(2.2737367544323206e-13, 0.005045145284384489)
2630,94.0,2630,(7.993605777301127e-13, 0.0024160027969628572)
2640,68.0,2640,(5.684341886080802e-14, 0.0012188220862299204)
2650,71.0,2650,(1.6209256159527285e-13, 4.8102498112712055e-05)
2660,58.0,2660,(8.530065542800003e-12, 0.007904200814664364)
2670,145.0,2670,(3.695266315162371e-12, 0.0029004833195358515)
2680,63.0,2680,(3.511253787724655e-14, 0.003943860996514559)
2690,79.0,2690,(4.352074256530614e-12, 0.001523663173429668)
2700,80.0,2700,(3.4696689965585392e-12, 0.0014345289673656225)
2710,115.0,2710,(1.4210854715202004e-12, 0.0011379884090274572)
2720,147.0,2720,(1.920685832601521e-12, 0.0013563046231865883)
2730,59.0,2730,(2.0041746040533326e-12, 0.0010444605723023415)
2740,78.0,2740,(4.440892098500626e-16, 1.1742891729227267e-05)
2750,130.0,2750,(4.2021941482062175e-13, 0.0032118617091327906)
2760,74.0,2760,(2.722266856380884e-13, 0.006476393900811672)
2770,56.0,2770,(4.4986236957811343e-13, 0.00013655346992891282)
2780,87.0,2780,(1.6648488143644613e-13, 0.0050973366014659405)
2790,158.0,2790,(9.336975637097567e-14, 0.0009127460652962327)
2800,103.0,2800,(1.2545520178264269e-14, 8.946401067078114e-05)
2810,61.0,2810,(2.4702462297909733e-15, 4.6154869778547436e-05)
2820,54.0,2820,(1.7408297026122455e-13, 0.0003998943429905921)
2830,71.0,2830,(2.4202861936828413e-13, 0.00010734941315604374)
2840,86.0,2840,(5.946632075648495e-13, 0.004017750266939402)
2850,129.0,2850,(8.530065542800003e-12, 0.0024526098277419806)
2860,70.0,2860,(2.4248381080838044e-12, 0.01588168926537037)
2870,81.0,2870,(8.881784197001252e-12, 0.010604712180793285)
2880,53.0,2880,(6.342038005868744e-12, 0.006311830598860979)
2890,38.0,2890,(8.448797217397441e-14, 0.00028462178306654096)
2900,62.0,2900,(8.881784197001252e-14, 0.0002807255368679762)
2910,108.0,2910,(1.2789769243681803e-13, 0.00012874483945779502)
2920,139.0,2920,(6.741318614444936e-11, 0.008992373943328857)
2930,176.0,2930,(4.298783551348606e-13, 0.0013767695054411888)
2940,93.0,2940,(1.8207657603852567e-14, 1.7714024579618126e-05)
2950,93.0,2950,(2.7988722450800196e-13, 0.0010275777895003557)
2960,100.0,2960,(1.5482060078397808e-12, 0.006654389202594757)
2970,109.0,2970,(1.4210854715202004e-12, 0.0012661681976169348)
2980,90.0,2980,(1.6044943151882762e-12, 0.0004366709617897868)
2990,86.0,2990,(3.6426417437951386e-13, 0.017801783978939056)
3000,64.0,3000,(8.881784197001252e-14, 1.8723438188317232e-05)
3010,82.0,3010,(5.5094817597023393e-14, 0.0006202454678714275)
3020,70.0,3020,(6.645795025406187e-12, 0.0036422305274754763)
3030,107.0,3030,(1.226796442210798e-13, 0.0003925762721337378)
3040,175.0,3040,(1.8041124150158794e-13, 0.0009839375270530581)
3050,140.0,3050,(5.9358074011583994e-12, 0.011142474599182606)
3060,169.0,3060,(3.7347902548390266e-13, 0.0005423981347121298)
3070,84.0,3070,(1.5298873279334657e-12, 0.0028128651902079582)
3080,179.0,3080,(6.23945339839338e-13, 0.00021209729311522096)
3090,152.0,3090,(5.957040416504356e-14, 0.004768703132867813)
3100,190.0,3100,(1.680877659282487e-12, 0.002574475482106209)
3110,200.0,3110,(3.066991105526995e-14, 0.0006102630286477506)
3120,200.0,3120,(1.4210854715202004e-14, 1.840294680732768e-05)
3130,193.0,3130,(3.3595348725157237e-12, 0.0006691009039059281)
3140,128.0,3140,(1.6797674362578618e-13, 0.0018906277837231755)
3150,121.0,3150,(3.197442310920451e-14, 1.715061989671085e-05)
3160,200.0,3160,(2.748273830732728e-12, 0.017587268725037575)
3170,142.0,3170,(1.4570566975180554e-12, 0.005396176595240831)
3180,160.0,3180,(5.843547867812049e-11, 0.020950043573975563)
3190,172.0,3190,(2.2652990594451694e-12, 0.0010263400617986917)
3200,135.0,3200,(1.2789769243681803e-13, 9.585233055986464e-05)
3210,107.0,3210,(5.684341886080802e-14, 0.00011746810196200386)
3220,104.0,3220,(2.8380076066980564e-13, 0.0029645466711372137)
3230,108.0,3230,(1.8041124150158794e-13, 0.0007407213561236858)
3240,119.0,3240,(1.2492229473082261e-12, 0.00036286169779486954)
3250,105.0,3250,(1.6648488143644613e-13, 0.005885336548089981)
3260,151.0,3260,(9.336975637097567e-14, 0.0012026781914755702)
3270,161.0,3270,(6.963318810448982e-13, 0.00844357069581747)
3280,136.0,3280,(4.318367885502994e-11, 0.02295629121363163)
3290,108.0,3290,(1.1606937633246162e-10, 0.03407174348831177)
3300,124.0,3300,(1.759037360216098e-12, 0.00118664198089391)
3310,182.0,3310,(1.759037360216098e-12, 0.0003316277579870075)
3320,143.0,3320,(3.47499806707674e-14, 0.000722497352398932)
3330,118.0,3330,(3.927969061123804e-12, 0.0020314492285251617)
3340,150.0,3340,(1.650068970349139e-13, 0.010466250590980053)
3350,200.0,3350,(3.6884384435609263e-13, 0.012413706630468369)
3360,200.0,3360,(3.4006825133658936e-13, 0.015490999445319176)
3370,126.0,3370,(5.223599330861362e-13, 0.0037740522529929876)
3380,155.0,3380,(9.331646566579366e-12, 0.001695391139946878)
3390,199.0,3390,(2.2737367544323206e-13, 0.0001603487180545926)
3400,125.0,3400,(4.863665026277886e-12, 0.0009628571569919586)
3410,140.0,3410,(6.120659534758488e-13, 0.006467110943049192)
3420,149.0,3420,(1.1510792319313623e-12, 0.00036607516813091934)
3430,167.0,3430,(8.264500195309665e-13, 0.0012014382518827915)
3440,156.0,3440,(5.063061081500564e-12, 0.005978618748486042)
3450,159.0,3450,(1.1510792319313623e-12, 0.013233613222837448)
3460,200.0,3460,(9.106604359487847e-14, 0.0018883270677179098)
3470,185.0,3470,(3.4141578453272814e-12, 0.004072795156389475)
3480,200.0,3480,(1.176836406102666e-13, 0.00012590397091116756)
3490,156.0,3490,(2.0785873022788337e-12, 0.07183633744716644)
3500,91.0,3500,(1.2163881013549371e-14, 0.001479943166486919)
3510,172.0,3510,(1.566746732351021e-12, 0.0013827916700392962)
3520,107.0,3520,(1.7377238537008566e-11, 0.002224281895905733)
3530,200.0,3530,(1.1951328815484885e-11, 0.010576153174042702)
3540,167.0,3540,(3.4650060598551136e-13, 0.013094977475702763)
3550,106.0,3550,(1.8365864384861652e-13, 0.005076828878372908)
3560,164.0,3560,(2.7605695507304517e-12, 0.004598656669259071)
3570,200.0,3570,(1.4389600622166654e-12, 0.006429432891309261)
3580,120.0,3580,(8.127942763280771e-13, 0.005097813438624144)
3590,111.0,3590,(2.7360336218862358e-12, 0.0033481817226856947)
3600,142.0,3600,(2.089341144539958e-09, 5.061629772186279)
3610,75.0,3610,(2.338407245616736e-15, 4.241761052981019e-05)
3620,73.0,3620,(6.062095270209511e-13, 0.006414415314793587)
3630,67.0,3630,(1.4210854715202004e-12, 0.0020509890746325254)
3640,59.0,3640,(8.185452315956354e-12, 0.0017330197151750326)
3650,135.0,3650,(2.7755575615628914e-17, 7.55637529437081e-07)
3660,165.0,3660,(4.107825191113079e-13, 0.0010995995253324509)
3670,103.0,3670,(2.1360690993788012e-13, 0.00018797778466250747)
3680,98.0,3680,(1.1951328815484885e-11, 0.0016241390258073807)
3690,103.0,3690,(1.0456080445919724e-11, 0.007485166657716036)
3700,106.0,3700,(2.0894397323445446e-12, 0.0030969486106187105)
3710,91.0,3710,(6.266986929404084e-12, 0.030453242361545563)
3720,90.0,3720,(2.4919177832316564e-11, 0.009573192335665226)
3730,77.0,3730,(8.038014698286133e-14, 0.00010469324479345232)
3740,49.0,3740,(1.2923689896027213e-13, 0.034895576536655426)
3750,56.0,3750,(3.552713678800501e-13, 0.0006335573270916939)
3760,52.0,3760,(2.5542068460282508e-12, 0.03630870208144188)
3770,46.0,3770,(4.086553317961261e-11, 0.006482074502855539)
3780,105.0,3780,(1.1951328815484885e-11, 0.0024812668561935425)
3790,90.0,3790,(3.042011087472929e-13, 0.002096479991450906)
3800,51.0,3800,(2.238487173400472e-13, 0.005179266911000013)
3810,43.0,3810,(3.8689051962137455e-12, 0.0032584292348474264)
3820,56.0,3820,(2.025157819218748e-12, 0.026264378800988197)
3830,52.0,3830,(2.4248381080838044e-12, 0.01809750497341156)
3840,72.0,3840,(3.47499806707674e-14, 0.00032700697192922235)
3850,62.0,3850,(1.2616088729267005e-12, 0.037569426000118256)
3860,114.0,3860,(3.47499806707674e-14, 0.0006094975979067385)
3870,162.0,3870,(6.20954676566754e-13, 0.03693303093314171)
3880,161.0,3880,(7.463143991692789e-11, 0.009544475004076958)
3890,146.0,3890,(3.581579477440755e-12, 0.003589272266253829)
3900,81.0,3900,(1.650068970349139e-13, 0.0020622555166482925)
3910,60.0,3910,(6.004086117172847e-13, 0.005401782225817442)
3920,45.0,3920,(9.652834087603424e-12, 0.001505754655227065)
3930,52.0,3930,(2.3079707034412422e-09, 3.174687385559082)
3940,36.0,3940,(2.2737367544323206e-13, 0.00021668433328159153)
3950,56.0,3950,(6.004086117172847e-13, 0.0005160945584066212)
3960,38.0,3960,(5.773159728050814e-15, 0.002193177118897438)
3970,55.0,3970,(2.345901251032956e-13, 0.0030707863625139)
3980,64.0,3980,(2.2737367544323206e-13, 0.00010233548528049141)
3990,99.0,3990,(2.7755575615628914e-15, 6.109228706918657e-06)
4000,51.0,4000,(1.879385536085465e-10, 3.034064292907715)
4010,88.0,4010,(6.963318810448982e-13, 0.0012356936931610107)
4020,87.0,4020,(3.4650060598551136e-13, 0.0019211452454328537)
4030,51.0,4030,(1.2526091275333329e-13, 0.0027691584546118975)
4040,79.0,4040,(2.877698079828406e-13, 0.00020689349912572652)
4050,101.0,4050,(1.5298873279334657e-12, 0.03718381002545357)
4060,128.0,4060,(3.665470704738993e-15, 0.000696473871357739)
4070,61.0,4070,(1.226796442210798e-13, 0.00023290340323001146)
4080,99.0,4080,(3.197442310920451e-14, 1.928676647366956e-05)
4090,123.0,4090,(1.1102230246251565e-14, 3.880168151226826e-06)
4100,71.0,4100,(4.298783551348606e-13, 0.00016111647710204124)
4110,83.0,4110,(7.274625346553876e-12, 0.0028238515369594097)
4120,77.0,4120,(1.920685832601521e-12, 0.0007641335250809789)
4130,91.0,4130,(0.0, 8.952980579124414e-08)
4140,89.0,4140,(1.7659484985443896e-14, 0.0066292076371610165)
4150,73.0,4150,(8.240630400280224e-14, 0.0011735375737771392)
