epoch,reward,tr,loss
1,10.0,1,(1.4688659177863883e-09, 0.6945787072181702)
10,10.0,10,(1.1181136017057725e-09, 0.5504695177078247)
20,9.0,20,(5.564193550355867e-10, 0.17657984793186188)
30,10.0,30,(3.7988812096045876e-10, 0.20958425104618073)
40,9.0,40,(5.184261908652843e-10, 0.2911466956138611)
50,10.0,50,(1.8508972132735835e-10, 0.05466976761817932)
60,10.0,60,(5.912070832891914e-11, 0.031535208225250244)
70,10.0,70,(7.469580509678053e-11, 0.03980370983481407)
80,10.0,80,(9.908163178806717e-11, 0.05205248296260834)
90,10.0,90,(3.863047659535823e-10, 0.11513640731573105)
100,10.0,100,(1.2825296380469808e-10, 0.07098934054374695)
110,10.0,110,(9.094947017729282e-13, 0.0005251684924587607)
120,10.0,120,(5.2230664238095414e-11, 0.031217370182275772)
130,10.0,130,(2.432765100479628e-11, 0.01322423480451107)
140,8.0,140,(9.564120162508516e-09, 5.09628963470459)
150,10.0,150,(2.25164331624228e-10, 0.07447303831577301)
160,9.0,160,(7.264944201779144e-11, 0.037338629364967346)
170,9.0,170,(1.1639045283118321e-10, 0.061439283192157745)
180,9.0,180,(1.5186296664637666e-10, 0.04627131298184395)
190,10.0,190,(1.2974229690598804e-08, 3.6461243629455566)
200,9.0,200,(5.7980731327234025e-11, 0.015398731455206871)
210,9.0,210,(1.8916646027378192e-10, 0.061598002910614014)
220,8.0,220,(5.899725152858082e-12, 0.0021563752088695765)
230,10.0,230,(1.8145840385841439e-10, 0.06545902043581009)
240,9.0,240,(6.888933867799096e-11, 0.028092289343476295)
250,9.0,250,(1.3096723705530167e-10, 0.050919245928525925)
260,10.0,260,(1.9586554600437012e-11, 0.009383832104504108)
270,9.0,270,(5.2230664238095414e-11, 0.016774797812104225)
280,9.0,280,(3.750821875314614e-11, 0.012666863389313221)
290,10.0,290,(1.2859091569339398e-10, 0.05426657944917679)
300,9.0,300,(2.2737367544323206e-11, 0.007925624027848244)
310,11.0,310,(6.190248313941993e-11, 0.02235228568315506)
320,10.0,320,(1.8025625436735027e-10, 0.07153057307004929)
330,9.0,330,(9.78985781330266e-11, 0.039203982800245285)
340,10.0,340,(6.166844812582895e-11, 0.022950945422053337)
350,10.0,350,(8.343770119267901e-11, 0.03523067757487297)
360,10.0,360,(2.355893258254582e-12, 0.0009876504773274064)
370,8.0,370,(3.4996450182234184e-11, 0.012801438570022583)
380,9.0,380,(2.581979074989249e-11, 0.010988934896886349)
390,11.0,390,(1.879385536085465e-12, 0.0006127510569058359)
400,10.0,400,(3.3427483003833913e-11, 0.01576562412083149)
410,10.0,410,(1.1241230168934635e-11, 0.004217448178678751)
420,9.0,420,(3.2232438940127395e-11, 0.013042864389717579)
430,9.0,430,(1.2366996315904544e-11, 0.005590762943029404)
440,9.0,440,(7.239586707896706e-11, 0.030083494260907173)
450,10.0,450,(4.5364600964603596e-11, 0.017088253051042557)
460,10.0,460,(3.4294789230671086e-11, 0.01714995689690113)
470,9.0,470,(9.237632880854107e-11, 0.05030510202050209)
480,10.0,480,(1.265711979669959e-10, 0.03997598960995674)
490,10.0,490,(8.673639584344528e-11, 0.036010295152664185)
500,10.0,500,(5.2015280971318134e-11, 0.02150009199976921)
510,10.0,510,(2.9878322038712213e-12, 0.001079656882211566)
520,9.0,520,(5.7558402488666616e-12, 0.002910764655098319)
530,10.0,530,(2.0385915178167124e-11, 0.00964297540485859)
540,9.0,540,(4.298783551348606e-11, 0.024548806250095367)
550,8.0,550,(1.5967316358000971e-10, 0.04755578562617302)
560,9.0,560,(4.9258819245778795e-11, 0.016624320298433304)
570,10.0,570,(1.1510792319313623e-12, 0.0005288465763442218)
580,9.0,580,(7.392531031769067e-11, 0.024373548105359077)
590,10.0,590,(3.696243311424041e-11, 0.012286316603422165)
600,9.0,600,(4.604316927725449e-12, 0.0019770360086113214)
610,10.0,610,(1.3219647598816664e-11, 0.004487966187298298)
620,10.0,620,(2.1614710021822248e-11, 0.010120552964508533)
630,10.0,630,(3.122524461218745e-11, 0.012032879516482353)
640,8.0,640,(7.183885486483632e-09, 3.236217498779297)
650,10.0,650,(3.0397906414236786e-12, 0.0011931555345654488)
660,9.0,660,(3.3795188869589765e-13, 0.00011987311154371127)
670,9.0,670,(5.403677505455562e-12, 0.0019108136184513569)
680,9.0,680,(4.863665026277886e-12, 0.002446332247927785)
690,9.0,690,(3.5349945193274834e-11, 0.018645238131284714)
700,10.0,700,(3.5705216561154884e-11, 0.011949386447668076)
710,8.0,710,(2.3888446776254568e-11, 0.01212889514863491)
720,9.0,720,(5.198064201294983e-12, 0.0023550319019705057)
730,10.0,730,(2.447464453325665e-11, 0.008138654753565788)
740,10.0,740,(2.176481217475157e-12, 0.0007576884236186743)
750,10.0,750,(3.927969061123804e-12, 0.0018220526399090886)
760,10.0,760,(1.4551915228366852e-11, 0.005309309810400009)
770,8.0,770,(4.106937012693379e-12, 0.0015176385641098022)
780,8.0,780,(5.473399511402022e-12, 0.002532693324610591)
790,8.0,790,(5.6137317017146415e-12, 0.00247901096008718)
800,10.0,800,(3.810729509723387e-12, 0.001768032438121736)
810,10.0,810,(1.4604362164050144e-10, 0.06031572073698044)
820,9.0,820,(2.0520474208751693e-11, 0.007704951334744692)
830,8.0,830,(5.0309978405493894e-11, 0.02077372930943966)
840,9.0,840,(1.7408297026122455e-11, 0.006552018225193024)
850,10.0,850,(3.189493114064135e-11, 0.011519746854901314)
860,9.0,860,(7.469580509678053e-11, 0.0344705656170845)
870,10.0,870,(4.863665026277886e-12, 0.0021677049808204174)
880,10.0,880,(1.389999226830696e-13, 6.0588939959416166e-05)
890,11.0,890,(9.979572723750607e-12, 0.004494708962738514)
900,9.0,900,(1.1478862305125404e-10, 0.04149255156517029)
910,9.0,910,(5.403677505455562e-12, 0.0020616925321519375)
920,9.0,920,(2.0117685295417687e-11, 0.008741741068661213)
930,9.0,930,(1.176836406102666e-13, 4.114164039492607e-05)
940,8.0,940,(9.937872746945686e-11, 0.044836562126874924)
950,8.0,950,(2.7853275241795927e-12, 0.0012745639542117715)
960,10.0,960,(7.887379638304992e-11, 0.028510304167866707)
970,10.0,970,(2.4247848173786224e-10, 0.08296988159418106)
980,9.0,980,(1.4210854715202004e-14, 7.110080332495272e-06)
990,10.0,990,(2.638333995719222e-12, 0.0011970788473263383)
1000,10.0,1000,(1.1141310096718371e-11, 0.005016667768359184)
1010,10.0,1010,(1.0267342531733448e-12, 0.0004797430883627385)
1020,9.0,1020,(1.1510792319313623e-12, 0.0005204802146181464)
1030,10.0,1030,(1.2683631922527638e-11, 0.005429398734122515)
1040,11.0,1040,(6.305676425455431e-09, 2.5941038131713867)
1050,10.0,1050,(1.332844945522993e-11, 0.005446030758321285)
1060,9.0,1060,(7.274625346553876e-12, 0.0023871902376413345)
1070,9.0,1070,(3.0397906414236786e-12, 0.0010229363106191158)
1080,10.0,1080,(1.205480160137995e-11, 0.00450776144862175)
1090,9.0,1090,(6.004086117172847e-13, 0.00021145195933058858)
1100,9.0,1100,(1.354694134647616e-11, 0.005706265568733215)
1110,9.0,1110,(5.551115123125783e-11, 0.02035565674304962)
1120,9.0,1120,(2.5424107263916085e-12, 0.0008608092903159559)
1130,9.0,1130,(1.5126122576702983e-11, 0.005553140304982662)
1140,10.0,1140,(3.6664582481193975e-10, 0.1360369473695755)
1150,10.0,1150,(1.1542811151343813e-10, 0.05507713556289673)
1160,8.0,1160,(3.991829089500243e-11, 0.014608431607484818)
1170,10.0,1170,(2.3309354446610087e-11, 0.00847694743424654)
1180,9.0,1180,(6.963318810448982e-13, 0.0002989810600411147)
1190,10.0,1190,(4.397060493488425e-11, 0.01594051532447338)
1200,9.0,1200,(2.0463630789890885e-12, 0.0010206347797065973)
1210,9.0,1210,(1.7284396136574287e-11, 0.007793899159878492)
1220,9.0,1220,(4.5364600964603596e-11, 0.013751748017966747)
1230,9.0,1230,(6.266986929404084e-12, 0.0030086906626820564)
1240,9.0,1240,(6.645795025406187e-12, 0.0023865378461778164)
1250,10.0,1250,(7.055638295838662e-09, 3.039229393005371)
1260,19.0,1260,(4.143885234952904e-11, 0.015752993524074554)
1270,28.0,1270,(3.1445956949482934e-12, 0.0011584601597860456)
1280,45.0,1280,(5.684341886080802e-14, 2.371861774008721e-05)
1290,200.0,1290,(1.2472245458639009e-11, 0.004721764475107193)
1300,53.0,1300,(7.51754214434186e-12, 0.0033778527285903692)
1310,33.0,1310,(1.7195134205394424e-12, 0.0008433826733380556)
