epoch,reward,tr,loss
1,11.0,1,(4.143885234952904e-11, 0.01812111958861351)
10,10.0,10,(1.4496492894977564e-10, 0.049315497279167175)
20,10.0,20,(1.2472245458639009e-11, 0.0060943919233977795)
30,9.0,30,(2.432765100479628e-11, 0.008170087821781635)
40,8.0,40,(1.680877659282487e-12, 0.0007641071570105851)
50,10.0,50,(8.185452315956354e-12, 0.0037258723750710487)
60,10.0,60,(6.266986929404084e-12, 0.002691002795472741)
70,9.0,70,(2.829958489769524e-11, 0.010496078059077263)
80,9.0,80,(6.266986929404084e-12, 0.002673962153494358)
90,12.0,90,(1.6914469824769185e-11, 0.007058982737362385)
100,10.0,100,(2.566835632933362e-11, 0.010130533017218113)
110,10.0,110,(5.46265255252365e-11, 0.023046109825372696)
120,10.0,120,(5.6627147415611034e-11, 0.024278948083519936)
130,10.0,130,(9.323741778644035e-11, 0.04183242470026016)
140,8.0,140,(3.552713678800501e-11, 0.015590924769639969)
150,9.0,150,(5.0521808958592374e-11, 0.018320458009839058)
160,10.0,160,(1.2366996315904544e-11, 0.005455571226775646)
170,10.0,170,(1.6698550098226406e-08, 6.218443393707275)
180,10.0,180,(7.599698648164122e-12, 0.0036096125841140747)
190,10.0,190,(1.5126122576702983e-11, 0.006882422603666782)
200,9.0,200,(4.377298523650097e-11, 0.016002101823687553)
210,10.0,210,(2.877698079828406e-13, 0.00011423986143199727)
220,10.0,220,(5.063061081500564e-12, 0.002035104436799884)
230,10.0,230,(4.2792880350361884e-11, 0.016881190240383148)
240,9.0,240,(6.342038005868744e-12, 0.0026093600317835808)
250,10.0,250,(5.899725152858082e-12, 0.0024394504725933075)
260,10.0,260,(4.6984638402136625e-11, 0.018731608986854553)
270,9.0,270,(2.5067947717616335e-11, 0.00987430289387703)
280,10.0,280,(3.5349945193274834e-11, 0.013304798863828182)
290,9.0,290,(3.482014676592371e-11, 0.01482367143034935)
300,10.0,300,(1.1141310096718371e-11, 0.004911279305815697)
310,12.0,310,(2.3309354446610087e-11, 0.00920500885695219)
320,12.0,320,(2.3165913631828516e-11, 0.009114693850278854)
330,8.0,330,(1.6914469824769185e-11, 0.0069397431798279285)
340,10.0,340,(1.1307065506116487e-08, 4.2280731201171875)
350,9.0,350,(2.403455212629524e-11, 0.011239678598940372)
360,11.0,360,(2.2737367544323206e-11, 0.009111780673265457)
