epoch,reward,tr,loss
530,9.0,530,(3.824185412781844e-11, 0.015354679897427559)
540,8.0,540,(1.0267342531733448e-12, 0.000385915715014562)
550,9.0,550,(3.7347902548390266e-13, 0.00015365140279754996)
560,9.0,560,(4.220979121782875e-11, 0.015894552692770958)
570,8.0,570,(3.0893065883219606e-11, 0.013516676612198353)
580,10.0,580,(7.94040388996109e-09, 3.589444637298584)
590,9.0,590,(2.2032597968291157e-11, 0.008215060457587242)
600,9.0,600,(1.7408297026122455e-11, 0.0076375859789550304)
610,11.0,610,(2.4919177832316564e-11, 0.011232198216021061)
620,8.0,620,(2.0385915178167124e-11, 0.009480527602136135)
630,10.0,630,(1.489519618758095e-11, 0.005090700462460518)
640,10.0,640,(1.0649703341414352e-11, 0.0036289761774241924)
650,9.0,650,(4.2016612411543974e-11, 0.01911032572388649)
660,9.0,660,(2.589928271845565e-10, 0.11371359974145889)
670,9.0,670,(1.985123176950765e-11, 0.007561889011412859)
680,9.0,680,(5.935030245041162e-11, 0.02436208538711071)
690,10.0,690,(1.3083084837717252e-08, 5.060300827026367)
700,9.0,700,(3.750821875314614e-11, 0.016200561076402664)
710,9.0,710,(2.2172486069393926e-11, 0.007866515778005123)
720,9.0,720,(1.7000312269033202e-10, 0.07892142236232758)
730,9.0,730,(4.476463644209616e-11, 0.019853385165333748)
740,10.0,740,(6.37925268165418e-11, 0.027697276324033737)
750,10.0,750,(1.2366996315904544e-11, 0.004541343078017235)
760,9.0,760,(1.1644463171478492e-11, 0.005275314208120108)
770,10.0,770,(3.552713678800501e-15, 1.7245192793780006e-06)
780,10.0,780,(3.927969061123804e-12, 0.0018659941852092743)
790,10.0,790,(9.240608278560103e-12, 0.0032073771581053734)
800,8.0,800,(2.3453683439811357e-11, 0.00794584397226572)
810,11.0,810,(1.4353318533721904e-10, 0.04760872945189476)
820,9.0,820,(3.6421088367433185e-11, 0.019515538588166237)
830,9.0,830,(1.5481527171345988e-10, 0.10746849328279495)
840,10.0,840,(1.8347146024666472e-10, 0.057498425245285034)
850,9.0,850,(1.6792345292060418e-11, 0.010765000246465206)
860,9.0,860,(2.1194823673909013e-10, 0.06734620034694672)
870,8.0,870,(3.206324095117452e-11, 0.019513007253408432)
880,11.0,880,(6.099139415738364e-09, 4.222352027893066)
890,9.0,890,(1.879385536085465e-12, 0.0009419172420166433)
900,10.0,900,(4.604316927725449e-12, 0.002426138613373041)
910,10.0,910,(8.185452315956354e-12, 0.004193760920315981)
920,9.0,920,(1.1141310096718371e-11, 0.0052530341781675816)
930,8.0,930,(1.920685832601521e-12, 0.0009003273444250226)
940,9.0,940,(8.185452315956354e-12, 0.002797636203467846)
950,9.0,950,(2.355893258254582e-12, 0.001112794503569603)
960,9.0,960,(3.3795188869589765e-13, 0.00011322789214318618)
970,10.0,970,(1.875304356246943e-10, 0.06663384288549423)
980,10.0,980,(9.699352432335218e-12, 0.003306620754301548)
990,10.0,990,(3.552713678800501e-11, 0.012104802764952183)
1000,9.0,1000,(9.094947017729282e-11, 0.05413258820772171)
1010,9.0,1010,(3.7347902548390266e-13, 0.00012356607476249337)
1020,10.0,1020,(2.9878322038712213e-12, 0.0009396356181241572)
1030,9.0,1030,(3.916866830877552e-11, 0.029455596581101418)
1040,10.0,1040,(2.1614710021822248e-11, 0.007741492707282305)
1050,17.0,1050,(1.489519618758095e-11, 0.004169709514826536)
1060,15.0,1060,(8.530065542800003e-12, 0.002752922475337982)
1070,10.0,1070,(2.1476598277558878e-11, 0.006232037208974361)
1080,8.0,1080,(4.040772161317818e-10, 0.1607465296983719)
1090,10.0,1090,(1.2159162565694714e-10, 0.04014023765921593)
1100,37.0,1100,(2.220446049250313e-10, 0.08456427603960037)
1110,39.0,1110,(4.106937012693379e-12, 0.0015424827579408884)
1120,72.0,1120,(1.6067591701585116e-11, 0.005995738785713911)
1130,47.0,1130,(1.1510792319313623e-12, 0.0006207681144587696)
1140,29.0,1140,(5.374900524657278e-11, 0.014633974060416222)
1150,43.0,1150,(5.777600620149315e-13, 0.00022225781867746264)
1160,39.0,1160,(3.4329481479744572e-09, 1.0797533988952637)
1170,49.0,1170,(1.68839164871315e-10, 0.04816007986664772)
1180,49.0,1180,(1.2492229473082261e-12, 0.0005876593058928847)
1190,42.0,1190,(9.094947017729282e-11, 0.04436788335442543)
1200,28.0,1200,(1.4210854715202004e-14, 7.38089192964253e-06)
1210,50.0,1210,(1.8389734179891093e-12, 0.0007926150574348867)
1220,84.0,1220,(7.070666274699988e-09, 3.2585787773132324)
1230,56.0,1230,(2.7853275241795927e-10, 0.14238768815994263)
1240,56.0,1240,(3.552713678800501e-15, 1.9313824850542005e-06)
1250,55.0,1250,(4.107825191113079e-13, 0.00013650889741256833)
1260,44.0,1260,(5.684341886080802e-14, 3.405622919672169e-05)
1270,86.0,1270,(1.8389734179891093e-12, 0.0005274986615404487)
1280,53.0,1280,(1.9984014443252818e-11, 0.006347149144858122)
1290,70.0,1290,(2.7045476969078663e-11, 0.014868001453578472)
1300,74.0,1300,(2.722266856380884e-13, 0.0001604393037268892)
1310,200.0,1310,(3.991829089500243e-11, 0.026162393391132355)
1320,79.0,1320,(2.8141045049778768e-11, 0.019807925447821617)
1330,91.0,1330,(9.094947017729282e-13, 0.00035665734321810305)
1340,82.0,1340,(9.979572723750607e-12, 0.002185368211939931)
1350,76.0,1350,(3.197442310920451e-14, 9.048829269886483e-06)
1360,58.0,1360,(1.7195134205394424e-12, 0.0007058552000671625)
1370,39.0,1370,(1.7533086094090322e-11, 0.020189998671412468)
1380,39.0,1380,(1.057376408652999e-12, 0.0003427210031077266)
1390,158.0,1390,(6.568967592102126e-12, 0.0018282659584656358)
1400,54.0,1400,(8.038014698286133e-14, 0.00010295385436620563)
1410,62.0,1410,(5.473399511402022e-12, 0.001456064754165709)
1420,68.0,1420,(8.44346814687924e-12, 0.003246137872338295)
1430,48.0,1430,(2.8776980798284058e-11, 0.006342249922454357)
1440,200.0,1440,(5.684341886080802e-14, 1.994566264329478e-05)
1450,54.0,1450,(4.106937012693379e-12, 0.005721187684684992)
1460,57.0,1460,(4.2792880350361884e-11, 0.06887949258089066)
1470,75.0,1470,(7.216449660063518e-13, 0.00017849022697191685)
1480,79.0,1480,(3.023403749580211e-11, 0.06380011141300201)
1490,200.0,1490,(3.6665115388245795e-12, 0.006817975081503391)
1500,200.0,1500,(9.699352432335218e-12, 0.004679493140429258)
1510,66.0,1510,(1.4210854715202004e-14, 6.9419797910086345e-06)
1520,71.0,1520,(5.684341886080802e-14, 1.467221591155976e-05)
1530,47.0,1530,(1.2033893881380209e-09, 4.584600925445557)
1540,200.0,1540,(1.6209256159527285e-13, 0.0001265522005269304)
1550,68.0,1550,(2.0894397323445446e-12, 0.0005830677109770477)
1560,200.0,1560,(5.684341886080802e-14, 5.916104419156909e-05)
1570,136.0,1570,(2.4202861936828413e-13, 0.00011413286119932309)
1580,193.0,1580,(1.5298873279334657e-12, 0.0012001163559034467)
1590,82.0,1590,(1.265765270375141e-12, 0.0022051853593438864)
1600,96.0,1600,(3.637978807091713e-12, 0.001648636069148779)
1610,65.0,1610,(1.3111733920823099e-11, 0.004043330438435078)
1620,57.0,1620,(4.863665026277886e-12, 0.0023680548183619976)
1630,139.0,1630,(2.176481217475157e-12, 0.0006574835279025137)
1640,83.0,1640,(2.0041746040533326e-12, 0.002500352915376425)
1650,95.0,1650,(5.473399511402022e-12, 0.005695536732673645)
1660,140.0,1660,(1.0419443086107094e-12, 0.00302102230489254)
1670,74.0,1670,(7.216449660063518e-13, 0.00016912429418880492)
1680,120.0,1680,(2.5424107263916085e-12, 0.0005201539024710655)
1690,110.0,1690,(3.0397906414236786e-12, 0.001884350785985589)
1700,192.0,1700,(1.6044943151882762e-12, 0.003341507865116)
1710,70.0,1710,(6.956657472301231e-12, 0.005337072070688009)
1720,86.0,1720,(1.0026757202297176e-11, 0.09000454843044281)
1730,69.0,1730,(1.389999226830696e-13, 0.000274781312327832)
1740,84.0,1740,(5.115907697472721e-13, 0.00036353417090140283)
1750,136.0,1750,(2.4016344468691386e-12, 0.0007781428867019713)
1760,90.0,1760,(1.0419443086107094e-12, 0.004078974947333336)
1770,70.0,1770,(1.2492229473082261e-12, 0.0031223157420754433)
1780,73.0,1780,(2.4004800924792846e-10, 4.598127841949463)
1790,50.0,1790,(9.606537787476555e-12, 0.011807354167103767)
1800,200.0,1800,(1.1492251594802383e-11, 0.030684927478432655)
1810,200.0,1810,(7.73159314348959e-13, 0.0012199543416500092)
1820,106.0,1820,(9.331646566579366e-12, 0.0035508666187524796)
1830,101.0,1830,(1.1102230246251565e-14, 3.6292920412961394e-05)
1840,82.0,1840,(2.2652990594451694e-12, 0.009822817519307137)
1850,113.0,1850,(8.815170815523743e-13, 0.0023217129055410624)
1860,129.0,1860,(8.530065542800003e-12, 0.003139391541481018)
1870,98.0,1870,(8.264500195309665e-13, 0.0005250264657661319)
1880,108.0,1880,(1.6209256159527285e-13, 0.00016584136756137013)
1890,102.0,1890,(4.4986236957811343e-13, 0.00035808159736916423)
1900,80.0,1900,(2.4202861936828413e-13, 0.00013215407670941204)
1910,68.0,1910,(6.004086117172847e-13, 0.000678868091199547)
1920,55.0,1920,(2.382816166601742e-13, 0.0022268013563007116)
1930,38.0,1930,(3.6426417437951386e-13, 0.0026598027907311916)
1940,67.0,1940,(4.668709863153708e-12, 0.005813783034682274)
1950,68.0,1950,(1.389999226830696e-13, 0.00020892865722998977)
1960,144.0,1960,(1.2366996315904544e-11, 0.0027512465603649616)
1970,200.0,1970,(1.1951328815484885e-11, 0.0024149951059371233)
1980,200.0,1980,(4.4986236957811343e-13, 0.00017709779785946012)
1990,200.0,1990,(1.650068970349139e-13, 0.0016411903779953718)
2000,200.0,2000,(3.14753778596355e-11, 0.005215327721089125)
2010,200.0,2010,(8.264500195309665e-13, 0.00032729157828725874)
2020,73.0,2020,(6.956657472301231e-12, 0.0020234407857060432)
2030,101.0,2030,(1.7195134205394424e-12, 0.00039134902181103826)
2040,58.0,2040,(6.23945339839338e-13, 0.0014542094431817532)
2050,105.0,2050,(5.86475312758239e-14, 0.0010979240760207176)
2060,103.0,2060,(1.3401180165573123e-10, 4.571465015411377)
2070,95.0,2070,(1.7408297026122455e-13, 0.0005950806080363691)
2080,107.0,2080,(3.6884384435609263e-13, 0.0029699234291911125)
2090,101.0,2090,(5.773159728050814e-15, 1.2096147656848188e-06)
2100,112.0,2100,(3.0001001682933293e-13, 0.0025509879924356937)
2110,145.0,2110,(6.004086117172847e-13, 0.0019713155925273895)
2120,196.0,2120,(3.197442310920451e-14, 5.0889993872260675e-05)
2130,127.0,2130,(9.95606375120417e-12, 0.0011815226171165705)
2140,200.0,2140,(1.8321594241754724e-11, 0.002363787032663822)
2150,142.0,2150,(7.993605777301127e-13, 0.0030382133554667234)
2160,200.0,2160,(2.7360336218862358e-12, 0.0014862602110952139)
2170,150.0,2170,(2.7853275241795927e-12, 0.00245090969838202)
2180,97.0,2180,(7.847944516470307e-12, 0.004645175766199827)
2190,200.0,2190,(1.3752776695241664e-10, 0.023728646337985992)
2200,118.0,2200,(2.958744360626042e-13, 0.0027387551963329315)
2210,200.0,2210,(9.336975637097567e-14, 0.0014066898729652166)
2220,117.0,2220,(2.0463630789890885e-12, 0.001229031477123499)
2230,200.0,2230,(2.2652990594451694e-12, 0.00046307529555633664)
2240,200.0,2240,(2.9878322038712213e-12, 0.00040863797767087817)
2250,200.0,2250,(3.552713678800501e-15, 1.5811040157132084e-06)
2260,200.0,2260,(8.038014698286133e-14, 8.582154987379909e-05)
2270,173.0,2270,(1.332844945522993e-11, 0.002598969731479883)
2280,200.0,2280,(2.958744360626042e-13, 0.0024637687020003796)
2290,139.0,2290,(4.863665026277886e-12, 0.00241492479108274)
2300,121.0,2300,(7.088774012231625e-13, 0.0037787698674947023)
2310,123.0,2310,(3.47499806707674e-14, 0.00018769022426567972)
2320,137.0,2320,(4.551914400963142e-15, 6.66886699036695e-05)
2330,133.0,2330,(1.1510792319313623e-12, 0.005451943725347519)
2340,123.0,2340,(2.402592014227878e-15, 0.0001529724249849096)
2350,200.0,2350,(1.7195134205394424e-12, 0.002235653344541788)
2360,116.0,2360,(1.7408297026122455e-13, 3.4595410397741944e-05)
2370,113.0,2370,(1.8999246620410304e-12, 0.04125579446554184)
2380,126.0,2380,(2.309541446976482e-13, 0.0026967693120241165)
2390,125.0,2390,(3.7347902548390266e-13, 7.7562261139974e-05)
2400,182.0,2400,(6.004086117172847e-13, 0.0011093930806964636)
2410,175.0,2410,(9.238165787905928e-13, 0.002261089626699686)
2420,178.0,2420,(1.4210854715202004e-14, 4.7934627218637615e-06)
2430,200.0,2430,(1.035971308738226e-11, 0.0022693732753396034)
2440,154.0,2440,(5.115907697472721e-13, 0.0003104002389591187)
2450,164.0,2450,(5.773159728050814e-15, 0.00042922969441860914)
2460,200.0,2460,(8.100631276874992e-12, 0.00397581746801734)
2470,200.0,2470,(6.840084054715589e-13, 0.0032353613059967756)
2480,95.0,2480,(4.440892098500626e-16, 1.2933526249980787e-06)
2490,76.0,2490,(1.2789769243681803e-13, 2.4157216103048995e-05)
2500,191.0,2500,(4.440892098500626e-16, 1.499174686614424e-07)
2510,200.0,2510,(8.264500195309665e-13, 0.0035478267818689346)
2520,200.0,2520,(1.1102230246251565e-14, 4.257925320416689e-05)
2530,186.0,2530,(1.920685832601521e-12, 0.0009680279763415456)
2540,200.0,2540,(5.5094817597023393e-14, 0.0005495287477970123)
2550,200.0,2550,(3.508582313571651e-13, 0.006330141797661781)
2560,152.0,2560,(7.51754214434186e-12, 0.009136239066720009)
2570,156.0,2570,(3.552713678800501e-15, 0.0001618011447135359)
2580,178.0,2580,(1.4210854715202004e-14, 2.742474498518277e-05)
2590,200.0,2590,(1.712519015484304e-14, 0.00044568488374352455)
2600,200.0,2600,(1.0343115253164115e-12, 0.04094104468822479)
2610,155.0,2610,(3.042011087472929e-13, 8.350500138476491e-05)
2620,170.0,2620,(1.2545520178264269e-14, 0.00017182006558869034)
2630,166.0,2630,(5.684341886080802e-14, 0.000174909015186131)
2640,149.0,2640,(5.0182080713057076e-14, 1.60301206051372e-05)
2650,200.0,2650,(3.552713678800501e-13, 0.00010896107414737344)
2660,200.0,2660,(1.389999226830696e-13, 0.0003636342007666826)
2670,190.0,2670,(1.609823385706477e-14, 0.00031458112061955035)
2680,184.0,2680,(3.622102617839573e-14, 0.00038986001163721085)
2690,200.0,2690,(5.684341886080802e-14, 0.00016968286945484579)
2700,200.0,2700,(1.2825296380469808e-12, 0.0006326335133053362)
2710,200.0,2710,(8.448797217397441e-14, 0.00013191299512982368)
2720,200.0,2720,(1.333377852574813e-13, 0.0002882776316255331)
2730,200.0,2730,(4.440892098500626e-16, 1.3570227110903943e-06)
2740,200.0,2740,(6.963318810448982e-13, 0.0006644221139140427)
2750,200.0,2750,(2.877698079828406e-13, 0.00011894562339875847)
2760,200.0,2760,(3.637978807091713e-12, 0.0017190532526001334)
2770,200.0,2770,(1.5829559885105482e-11, 0.003665202297270298)
2780,200.0,2780,(6.963318810448982e-13, 0.002424072241410613)
2790,200.0,2790,(1.176836406102666e-13, 0.00044545336277224123)
2800,200.0,2800,(6.4930283372177655e-12, 0.0035249432548880577)
2810,184.0,2810,(1.1102230246251565e-16, 2.911047545239853e-07)
2820,200.0,2820,(5.86475312758239e-14, 0.00046535604633390903)
2830,200.0,2830,(3.6426417437951386e-13, 0.0011266602668911219)
2840,195.0,2840,(1.2789769243681803e-13, 5.4071108024800196e-05)
2850,200.0,2850,(5.340172748447003e-14, 9.648829291108996e-05)
2860,200.0,2860,(5.340172748447003e-14, 0.00026247301138937473)
2870,195.0,2870,(1.5126788710517758e-14, 0.0006184891681186855)
2880,182.0,2880,(1.3773704399255848e-14, 0.0006413707160390913)
2890,172.0,2890,(1.6604773112049998e-14, 0.0014853596221655607)
2900,200.0,2900,(1.6604773112049998e-14, 0.0023349658586084843)
2910,200.0,2910,(6.439293542825908e-14, 3.139445107080974e-05)
2920,200.0,2920,(8.038014698286133e-14, 5.097507164464332e-05)
2930,200.0,2930,(5.340172748447003e-14, 0.00011003385588992387)
2940,200.0,2940,(1.509706248903342e-11, 0.0018864419544115663)
2950,200.0,2950,(3.197442310920451e-14, 3.4657139622140676e-05)
2960,200.0,2960,(2.220446049250313e-12, 0.0018070420483127236)
2970,200.0,2970,(9.336975637097567e-14, 0.000225962619879283)
2980,200.0,2980,(1.4210854715202004e-14, 6.241752998903394e-05)
2990,200.0,2990,(6.242228955954943e-14, 0.0014645379269495606)
3000,200.0,3000,(1.7253559692065323e-13, 0.004415618255734444)
3010,200.0,3010,(4.836409051023338e-15, 0.00035077438224107027)
3020,200.0,3020,(9.094947017729282e-13, 0.00023220533330459148)
3030,200.0,3030,(2.949029909160572e-15, 0.00011822385567938909)
3040,200.0,3040,(1.609823385706477e-14, 8.774048183113337e-05)
3050,200.0,3050,(8.881784197001252e-14, 0.0005273891147226095)
3060,199.0,3060,(1.3860024239420454e-12, 0.0003067147918045521)
3070,175.0,3070,(1.2789769243681803e-13, 0.00016204992425628006)
3080,200.0,3080,(8.448797217397441e-14, 0.0001529665314592421)
3090,200.0,3090,(5.340172748447003e-14, 0.00015729003644082695)
3100,191.0,3100,(3.1363800445660672e-15, 5.176110425963998e-05)
3110,200.0,3110,(1.226796442210798e-13, 0.0007423704373650253)
3120,197.0,3120,(2.708944180085382e-14, 3.6180976167088374e-05)
3130,200.0,3130,(8.617551117140465e-12, 0.0021383885759860277)
3140,200.0,3140,(4.929834318545545e-12, 0.0016252922359853983)
3150,200.0,3150,(6.800338070434009e-12, 0.0013010527472943068)
3160,189.0,3160,(2.708944180085382e-14, 0.000987995183095336)
3170,200.0,3170,(8.993500388854159e-14, 0.01873050071299076)
3180,200.0,3180,(7.216449660063518e-13, 0.0005484673893079162)
3190,157.0,3190,(1.1834977442504169e-12, 0.00014624804316554219)
3200,200.0,3200,(2.722266856380884e-13, 0.0007930715219117701)
3210,200.0,3210,(3.552713678800501e-15, 1.020071158563951e-05)
3220,200.0,3220,(2.220446049250313e-15, 4.180707037448883e-06)
3230,200.0,3230,(2.7755575615628914e-15, 5.1842616812791675e-06)
3240,200.0,3240,(4.28129753871076e-15, 0.001654740422964096)
3250,200.0,3250,(1.0267342531733448e-12, 0.00019715489179361612)
3260,199.0,3260,(9.106604359487847e-14, 0.0012843884760513902)
3270,200.0,3270,(2.7755575615628914e-17, 3.1295940061681904e-06)
3280,200.0,3280,(2.7755575615628914e-17, 3.739856424544996e-07)
3290,200.0,3290,(5.134781488891349e-15, 6.47405322524719e-05)
3300,200.0,3300,(5.45588574318856e-12, 0.0006331853219307959)
3310,200.0,3310,(3.400058012914542e-16, 2.0139927073614672e-05)
3320,200.0,3320,(2.220446049250313e-15, 4.346107743913308e-06)
3330,200.0,3330,(4.4986236957811343e-13, 0.0001801120233722031)
3340,200.0,3340,(4.440892098500626e-16, 3.1144284093898023e-06)
3350,200.0,3350,(6.050715484207103e-14, 0.002974888775497675)
3360,200.0,3360,(1.4210854715202004e-14, 4.6733301132917404e-05)
3370,200.0,3370,(3.552713678800501e-15, 2.380252226430457e-06)
3380,200.0,3380,(2.7368732280486086e-14, 0.0024806493893265724)
3390,200.0,3390,(2.4511531693249822e-11, 0.0031565139070153236)
3400,200.0,3400,(9.331646566579366e-12, 0.00636703334748745)
3410,200.0,3410,(6.439293542825908e-14, 0.0068878429010510445)
3420,200.0,3420,(1.609823385706477e-14, 0.0002182946918765083)
3430,200.0,3430,(1.536444582672658e-14, 0.0017976692179217935)
3440,200.0,3440,(3.3795188869589765e-13, 0.00054142129374668)
3450,200.0,3450,(1.8207657603852567e-14, 5.893134584766813e-06)
3460,200.0,3460,(5.773159728050814e-15, 2.749631221377058e-06)
3470,200.0,3470,(3.774758283725532e-14, 1.1028591870854143e-05)
3480,200.0,3480,(4.107825191113079e-13, 0.0003646533004939556)
3490,200.0,3490,(3.7347902548390266e-13, 9.65398212429136e-05)
