epoch,reward,tr,loss
1,10.0,1,(1.5335253067405574e-09, 0.5248487591743469)
10,9.0,10,(9.168275028059725e-10, 0.4466894567012787)
20,10.0,20,(2.387801067982309e-10, 0.07869458943605423)
30,9.0,30,(7.355005493536737e-10, 0.3758685886859894)
40,10.0,40,(4.0647707422181156e-10, 0.2220763862133026)
50,9.0,50,(2.346531857710943e-10, 0.13827349245548248)
60,9.0,60,(1.3003820242829534e-09, 0.43663865327835083)
70,9.0,70,(1.2747172206672985e-09, 0.41777604818344116)
80,8.0,80,(5.9648330719142e-10, 0.3009101152420044)
90,9.0,90,(8.890670422090352e-10, 0.28363436460494995)
100,10.0,100,(3.2134517269355456e-10, 0.16328443586826324)
110,10.0,110,(1.2825296380469808e-12, 0.0007054245797917247)
120,8.0,120,(2.1894708268632712e-10, 0.11517718434333801)
130,9.0,130,(1.5481527171345988e-10, 0.08287843316793442)
140,10.0,140,(1.9245982585402999e-10, 0.05983572080731392)
150,9.0,150,(8.100542459033022e-11, 0.02555503323674202)
160,9.0,160,(2.990718783735247e-11, 0.009278031066060066)
170,10.0,170,(1.3682965871453234e-10, 0.07085485756397247)
180,9.0,180,(1.180038289305685e-10, 0.06119415909051895)
190,8.0,190,(9.439204973205051e-11, 0.0305037721991539)
200,9.0,200,(9.237632880854107e-11, 0.031208692118525505)
210,10.0,210,(5.130118552187923e-12, 0.0016622167313471437)
220,9.0,220,(1.113029668431409e-10, 0.05593011900782585)
230,9.0,230,(5.899725152858082e-12, 0.0019234868232160807)
240,9.0,240,(1.1639045283118321e-10, 0.05756201595067978)
250,8.0,250,(1.5223022842292266e-10, 0.04948623850941658)
260,10.0,260,(1.3787726516056864e-10, 0.077722929418087)
270,8.0,270,(1.9997381528469305e-10, 0.06142096593976021)
280,10.0,280,(5.2015280971318134e-11, 0.03369992598891258)
290,10.0,290,(4.4565240386873484e-11, 0.02682466059923172)
300,8.0,300,(5.447244877387902e-09, 3.5019421577453613)
310,10.0,310,(9.555378710501827e-11, 0.030672648921608925)
320,10.0,320,(2.2652990594451694e-12, 0.0010743520688265562)
330,8.0,330,(9.323741778644035e-11, 0.03432570770382881)
340,9.0,340,(8.038014698286133e-14, 4.1294708353234455e-05)
350,10.0,350,(8.86899442775757e-11, 0.0386696383357048)
360,9.0,360,(1.176800878965878e-10, 0.05727419629693031)
370,10.0,370,(7.366907084360719e-11, 0.0377018041908741)
380,10.0,380,(1.1542811151343813e-10, 0.0412815622985363)
390,8.0,390,(8.645884008728899e-11, 0.027332961559295654)
400,9.0,400,(3.023403749580211e-11, 0.009013638831675053)
410,10.0,410,(6.37925268165418e-11, 0.03598179668188095)
420,10.0,420,(2.6275870368408505e-11, 0.013947367668151855)
430,9.0,430,(3.4996450182234184e-11, 0.02205578051507473)
440,10.0,440,(4.191985869539394e-09, 3.2650108337402344)
450,11.0,450,(7.366907084360719e-11, 0.01888587698340416)
460,8.0,460,(5.935030245041162e-11, 0.017908381298184395)
470,9.0,470,(2.3165913631828516e-11, 0.012566277757287025)
480,9.0,480,(8.530065542800003e-12, 0.0045596458949148655)
490,8.0,490,(5.3138968780785945e-09, 3.541544198989868)
