epoch,reward,tr,loss
960,13.0,960,(1.3370993201533565e-10, 0.055758051574230194)
970,28.0,970,(5.063061081500564e-12, 0.0018109765369445086)
980,19.0,980,(1.0880185641326534e-10, 0.04304921627044678)
990,20.0,990,(4.516431673096122e-11, 0.01640903949737549)
1000,26.0,1000,(1.2456746745215241e-10, 0.060776833444833755)
1010,63.0,1010,(1.1141310096718371e-11, 0.004103008192032576)
1020,31.0,1020,(1.759037360216098e-12, 0.0006855811807326972)
1030,22.0,1030,(6.308065181315214e-11, 0.01812734641134739)
1040,18.0,1040,(7.73159314348959e-13, 0.0003398316912353039)
1050,21.0,1050,(1.2789769243681803e-13, 5.131950092618354e-05)
1060,16.0,1060,(2.4202861936828413e-13, 0.00010734941315604374)
1070,14.0,1070,(8.208189683500677e-11, 0.041985876858234406)
1080,10.0,1080,(6.474820679613913e-11, 0.03494538739323616)
1090,11.0,1090,(5.684341886080802e-14, 2.5736044335644692e-05)
1100,13.0,1100,(2.0463630789890885e-12, 0.0009882349986582994)
1110,11.0,1110,(5.1159076974727213e-11, 0.03251195698976517)
1120,11.0,1120,(1.974531649295841e-10, 0.07824718207120895)
1130,15.0,1130,(7.847944516470307e-12, 0.0034092136193066835)
1140,30.0,1140,(1.7985612998927536e-10, 0.08545015007257462)
1150,22.0,1150,(6.23945339839338e-13, 0.0002199534501414746)
1160,23.0,1160,(1.2472245458639009e-11, 0.004662676714360714)
1170,25.0,1170,(2.0117685295417687e-11, 0.008824861608445644)
1180,28.0,1180,(4.298783551348606e-13, 0.0001511496229795739)
1190,23.0,1190,(4.9467985263618175e-11, 0.023870399221777916)
1200,22.0,1200,(2.2004407185249875e-09, 0.6417192220687866)
1210,31.0,1210,(8.785017158174924e-11, 0.045110806822776794)
1220,61.0,1220,(2.6123547769429933e-11, 0.012286052107810974)
1230,39.0,1230,(2.722266856380884e-13, 8.441379759460688e-05)
1240,52.0,1240,(3.023403749580211e-11, 0.01599637232720852)
1250,36.0,1250,(4.54081217071689e-12, 0.001600187737494707)
1260,33.0,1260,(2.0463630789890885e-12, 0.0005668323137797415)
1270,36.0,1270,(3.8982594929848347e-11, 0.028581764549016953)
1280,29.0,1280,(5.972111694063642e-12, 0.002597389742732048)
1290,31.0,1290,(4.5364600964603596e-11, 0.0217930618673563)
1300,75.0,1300,(4.8841375388519737e-11, 0.05017460137605667)
1310,30.0,1310,(5.7558402488666616e-12, 0.0016450368566438556)
1320,28.0,1320,(3.412026217120001e-11, 0.0363176055252552)
1330,38.0,1330,(6.192824031359123e-12, 0.0015888584312051535)
1340,34.0,1340,(5.6843418860808015e-12, 0.0016697683604434133)
1350,39.0,1350,(7.993605777301127e-13, 0.00037460908060893416)
1360,53.0,1360,(8.881784197001252e-12, 0.00657662795856595)
1370,49.0,1370,(1.0456080445919724e-11, 0.006294832564890385)
1380,37.0,1380,(6.266986929404084e-12, 0.005342647433280945)
1390,28.0,1390,(9.240608278560103e-12, 0.005664056167006493)
1400,32.0,1400,(1.035971308738226e-11, 0.003551520174369216)
1410,34.0,1410,(1.6427748050773516e-11, 0.010529226623475552)
1420,30.0,1420,(1.7557830744863168e-09, 2.0653460025787354)
1430,92.0,1430,(3.3946623290148636e-11, 0.007598796859383583)
1440,69.0,1440,(1.2789769243681803e-13, 7.495153113268316e-05)
1450,35.0,1450,(1.4210854715202004e-14, 3.195737235728302e-06)
1460,25.0,1460,(3.7690739418394514e-11, 0.032536379992961884)
1470,38.0,1470,(8.815170815523743e-13, 0.0002724623482208699)
1480,68.0,1480,(6.963318810448982e-13, 0.0002485111472196877)
1490,36.0,1490,(2.990718783735247e-11, 0.02945535071194172)
1500,54.0,1500,(1.3767209594561791e-11, 0.0038492686580866575)
1510,79.0,1510,(1.7195134205394424e-12, 0.0004980667727068067)
1520,52.0,1520,(1.9454660105111543e-11, 0.027153437957167625)
1530,63.0,1530,(5.5289550715542646e-11, 0.012175415642559528)
1540,70.0,1540,(7.51754214434186e-12, 0.008202660828828812)
1550,86.0,1550,(6.607270286451694e-12, 0.021594654768705368)
1560,49.0,1560,(2.96218605200238e-12, 0.00797396432608366)
1570,70.0,1570,(5.7558402488666616e-12, 0.0025473767891526222)
1580,50.0,1580,(5.6137317017146415e-12, 0.003390779485926032)
1590,58.0,1590,(1.6792345292060418e-11, 0.01952393352985382)
1600,142.0,1600,(2.806210819272792e-11, 0.0490061454474926)
1610,73.0,1610,(8.486655822537159e-12, 0.001312360051088035)
1620,83.0,1620,(4.863665026277886e-12, 0.005551683716475964)
1630,62.0,1630,(4.907185768843192e-13, 0.0002214268606621772)
1640,45.0,1640,(1.609823385706477e-14, 3.1341038265964016e-05)
1650,78.0,1650,(2.1476598277558878e-11, 0.006911528762429953)
1660,200.0,1660,(1.1091683127517626e-11, 0.02990536205470562)
1670,158.0,1670,(3.637978807091713e-12, 0.013819940388202667)
1680,54.0,1680,(1.6792345292060418e-11, 0.003165656002238393)
1690,64.0,1690,(1.3111733920823099e-11, 0.0606812983751297)
1700,62.0,1700,(1.2419509864969314e-11, 0.07196611166000366)
1710,68.0,1710,(4.4986236957811343e-13, 0.0002473548811394721)
1720,82.0,1720,(7.216449660063518e-13, 0.00014894758351147175)
1730,46.0,1730,(2.7360336218862358e-12, 0.00415863236412406)
1740,47.0,1740,(2.4482638139033952e-12, 0.003277210285887122)
1750,61.0,1750,(3.927969061123804e-12, 0.007103683426976204)
1760,41.0,1760,(3.4418023986404478e-12, 0.00581727409735322)
1770,39.0,1770,(3.1709079806319096e-12, 0.005557227414101362)
1780,34.0,1780,(7.73159314348959e-13, 0.0006692612660117447)
1790,81.0,1790,(3.552713678800501e-13, 0.000298923347145319)
1800,64.0,1800,(1.167177465788427e-12, 0.0024556098505854607)
1810,112.0,1810,(1.879385536085465e-12, 0.0003735392529051751)
1820,69.0,1820,(1.0267342531733448e-12, 0.0001902663498185575)
1830,75.0,1830,(1.167177465788427e-12, 0.002909529721364379)
1840,49.0,1840,(4.668709863153708e-12, 0.008975335396826267)
1850,40.0,1850,(3.224198685813917e-12, 0.0053203292191028595)
1860,30.0,1860,(2.4016344468691386e-12, 0.0025084661319851875)
1870,36.0,1870,(7.993605777301127e-13, 0.000826367293484509)
1880,38.0,1880,(1.8389734179891093e-12, 0.0008828998543322086)
1890,33.0,1890,(6.840084054715589e-13, 0.00010125782137038186)
1900,29.0,1900,(2.09277040141842e-11, 0.007323628757148981)
1910,118.0,1910,(1.057376408652999e-12, 0.0009151967242360115)
1920,47.0,1920,(1.2789769243681803e-13, 7.390663813566789e-05)
1930,32.0,1930,(1.4100720591159188e-11, 0.0036805474665015936)
1940,43.0,1940,(5.684341886080802e-14, 7.333385292440653e-05)
1950,44.0,1950,(6.439293542825908e-14, 9.447082265978679e-05)
1960,36.0,1960,(2.7988722450800196e-13, 0.0006702238461002707)
1970,98.0,1970,(2.220446049250313e-15, 1.3851155244992697e-07)
1980,29.0,1980,(1.2995160503237457e-12, 0.0032232217490673065)
1990,35.0,1990,(6.004086117172847e-13, 0.0016584473196417093)
2000,60.0,2000,(1.2683631922527638e-11, 0.010373331606388092)
2010,88.0,2010,(3.0644931037215883e-11, 0.05790321156382561)
2020,24.0,2020,(8.448797217397441e-14, 0.00019202654948458076)
2030,29.0,2030,(8.038014698286133e-14, 7.21058459021151e-05)
2040,31.0,2040,(7.861489237370733e-13, 0.003819387638941407)
2050,34.0,2050,(3.2107927427915683e-12, 0.02532489225268364)
2060,46.0,2060,(2.589928271845565e-12, 0.001432867837138474)
2070,34.0,2070,(1.2002954186129955e-11, 0.06433466821908951)
2080,35.0,2080,(8.881784197001252e-14, 0.0003294690977782011)
2090,37.0,2090,(5.889733145636455e-13, 0.0025640339590609074)
2100,135.0,2100,(8.953948693601887e-13, 0.0030541091691702604)
2110,96.0,2110,(2.2737367544323206e-13, 0.00031898581073619425)
2120,36.0,2120,(2.8141045049778768e-11, 0.07244006544351578)
2130,64.0,2130,(5.473399511402022e-12, 0.0025729755870997906)
2140,80.0,2140,(1.3860024239420454e-12, 0.0008849838632158935)
2150,34.0,2150,(1.6209256159527285e-13, 3.531145921442658e-05)
2160,45.0,2160,(1.6044943151882762e-12, 0.0015464930329471827)
2170,160.0,2170,(3.7347902548390266e-13, 0.0010553222382441163)
2180,33.0,2180,(1.4389600622166654e-12, 0.0029349455144256353)
2190,27.0,2190,(4.2502112940212555e-13, 0.003327355021610856)
2200,58.0,2200,(1.1102230246251565e-16, 2.3125545567381778e-07)
2210,46.0,2210,(2.3901158829886526e-12, 0.01676429994404316)
2220,30.0,2220,(5.333511410299252e-13, 0.0003492934338282794)
2230,33.0,2230,(5.889733145636455e-13, 0.004311799071729183)
2240,28.0,2240,(7.861489237370733e-13, 0.00012588792014867067)
2250,31.0,2250,(1.2492229473082261e-12, 0.010642162524163723)
2260,85.0,2260,(2.958744360626042e-13, 0.0013946084072813392)
2270,32.0,2270,(2.2737367544323206e-13, 0.0007937296759337187)
2280,51.0,2280,(1.205480160137995e-11, 0.002700385870411992)
2290,59.0,2290,(6.278491615496762e-11, 0.007599669508635998)
2300,41.0,2300,(3.552713678800501e-13, 0.00014532684872392565)
2310,51.0,2310,(3.4141578453272814e-12, 0.01982356607913971)
2320,49.0,2320,(5.115907697472721e-13, 0.00018956323037855327)
2330,44.0,2330,(6.242228955954943e-14, 0.0009860177524387836)
2340,67.0,2340,(9.15045816896054e-12, 0.0037823175080120564)
2350,73.0,2350,(4.907185768843192e-13, 0.0028108423575758934)
2360,59.0,2360,(1.680877659282487e-12, 0.00196294067427516)
2370,60.0,2370,(9.383605004131823e-13, 0.0045349509455263615)
2380,43.0,2380,(2.7755575615628914e-15, 1.6957641491899267e-05)
2390,43.0,2390,(9.336975637097567e-14, 1.61717071023304e-05)
2400,155.0,2400,(8.185452315956354e-12, 0.008585512638092041)
2410,115.0,2410,(1.5355684723772356e-08, 3.744412899017334)
2420,36.0,2420,(2.722266856380884e-13, 0.0020975281950086355)
2430,76.0,2430,(5.115907697472721e-13, 0.0013707075268030167)
2440,31.0,2440,(1.5298873279334657e-12, 0.008432051166892052)
2450,57.0,2450,(1.4389600622166654e-12, 0.012938027270138264)
2460,41.0,2460,(1.0419443086107094e-12, 0.005321164149791002)
2470,39.0,2470,(5.333511410299252e-13, 0.0030665863305330276)
2480,45.0,2480,(2.220446049250313e-15, 8.808041457086802e-06)
2490,45.0,2490,(2.345901251032956e-13, 0.0011950009502470493)
2500,114.0,2500,(2.8737040524973168e-11, 0.0034765861928462982)
2510,53.0,2510,(1.2789769243681803e-13, 3.8175312511157244e-05)
2520,36.0,2520,(4.907185768843192e-13, 7.743213063804433e-05)
2530,41.0,2530,(7.088774012231625e-13, 0.0018779808888211846)
2540,42.0,2540,(7.056891182521952e-11, 0.008447251282632351)
2550,43.0,2550,(1.6797674362578618e-13, 0.0006909227813594043)
2560,50.0,2560,(5.06289454804687e-13, 0.0036954607348889112)
2570,42.0,2570,(5.010436510133331e-13, 0.0024074555840343237)
2580,48.0,2580,(6.23945339839338e-13, 0.0001268527703359723)
2590,32.0,2590,(3.8611336350413694e-11, 0.007702314760535955)
2600,86.0,2600,(3.4650060598551136e-13, 0.0007322840392589569)
2610,45.0,2610,(3.552713678800501e-15, 7.155927050916944e-06)
2620,39.0,2620,(1.7100210136788974e-13, 0.001714489422738552)
2630,42.0,2630,(4.321099034143572e-12, 0.0007319356664083898)
2640,44.0,2640,(1.4570566975180554e-12, 0.00031395559199154377)
2650,69.0,2650,(6.050715484207103e-14, 0.00045718371984548867)
2660,38.0,2660,(5.777600620149315e-13, 0.00013461019261740148)
2670,47.0,2670,(8.185452315956354e-12, 0.004001113586127758)
2680,75.0,2680,(4.107825191113079e-13, 0.0002793689782265574)
2690,48.0,2690,(2.7360336218862358e-12, 0.0015421269927173853)
2700,72.0,2700,(2.382816166601742e-13, 0.004224697593599558)
2710,69.0,2710,(1.3219647598816664e-11, 0.003904462093487382)
2720,39.0,2720,(1.6209256159527285e-13, 0.0002928619214799255)
2730,72.0,2730,(3.7347902548390266e-13, 0.0016917019383981824)
2740,45.0,2740,(9.094947017729282e-13, 0.00011271094263065606)
2750,54.0,2750,(1.176836406102666e-13, 0.0002227913064416498)
2760,44.0,2760,(3.581579477440755e-12, 0.0013802394969388843)
2770,37.0,2770,(3.6426417437951386e-13, 0.0018565722275525331)
2780,194.0,2780,(1.5296652833285407e-08, 5.380667209625244)
2790,42.0,2790,(2.589928271845565e-12, 0.014540503732860088)
2800,50.0,2800,(6.901423876826129e-13, 0.009875676594674587)
2810,45.0,2810,(5.1764148523147924e-14, 0.001057988265529275)
2820,37.0,2820,(6.00863803157381e-12, 0.0008098238031379879)
2830,47.0,2830,(2.1360690993788012e-13, 0.003091378603130579)
2840,30.0,2840,(9.106604359487847e-14, 0.0018632968422025442)
2850,110.0,2850,(3.622102617839573e-14, 0.0006195213063620031)
2860,49.0,2860,(9.814371537686384e-14, 0.00016328449419233948)
2870,32.0,2870,(3.552713678800501e-15, 3.188069968018681e-06)
2880,51.0,2880,(1.6209256159527285e-13, 0.001020269119180739)
2890,161.0,2890,(6.719069745031447e-13, 0.0007245110464282334)
2900,54.0,2900,(4.298783551348606e-13, 0.0013599597150459886)
2910,65.0,2910,(8.881784197001252e-14, 0.0004891888820566237)
2920,54.0,2920,(1.176836406102666e-13, 0.0009189366828650236)
2930,71.0,2930,(8.448797217397441e-14, 0.0008883062982931733)
2940,41.0,2940,(5.86475312758239e-14, 0.0007923465454950929)
2950,48.0,2950,(1.4210854715202004e-14, 3.001789445988834e-05)
2960,39.0,2960,(2.708944180085382e-14, 3.212807496311143e-05)
2970,43.0,2970,(6.439293542825908e-14, 0.0003785880981013179)
2980,74.0,2980,(3.4650060598551136e-13, 0.0041887289844453335)
2990,73.0,2990,(1.7195134205394424e-12, 0.009700984694063663)
3000,40.0,3000,(1.585509501467186e-12, 0.0058077857829630375)
3010,44.0,3010,(3.7347902548390266e-13, 0.0005373790627345443)
3020,48.0,3020,(2.220446049250313e-15, 2.2884605641593225e-06)
3030,48.0,3030,(2.220446049250313e-15, 4.124349288758822e-06)
3040,42.0,3040,(2.877698079828406e-13, 3.647988341981545e-05)
3050,58.0,3050,(6.4930283372177655e-12, 0.000767009740229696)
3060,68.0,3060,(2.708944180085382e-14, 1.3806824426865205e-05)
3070,50.0,3070,(2.0995760685593723e-11, 0.002556795487180352)
3080,59.0,3080,(4.046984969363621e-12, 0.005387037992477417)
3090,75.0,3090,(0.0, 8.69027871885919e-09)
3100,176.0,3100,(6.719069745031447e-13, 0.001480273436754942)
3110,83.0,3110,(1.734723475976807e-16, 1.818472082959488e-05)
3120,60.0,3120,(5.684341886080802e-14, 5.547562977881171e-05)
3130,56.0,3130,(2.7360336218862358e-12, 0.0008685070788487792)
3140,54.0,3140,(4.4146908351194725e-12, 0.0008418739307671785)
3150,119.0,3150,(0.0, 7.901468279669643e-08)
3160,175.0,3160,(6.963318810448982e-13, 0.000599952763877809)
3170,76.0,3170,(6.568967592102126e-12, 0.02648826315999031)
3180,74.0,3180,(1.4166515183156037e-12, 0.07771694660186768)
3190,50.0,3190,(4.4986236957811343e-13, 0.0013736396795138717)
3200,124.0,3200,(3.552713678800501e-13, 0.00031715742079541087)
3210,196.0,3210,(2.4482638139033952e-12, 0.000722484546713531)
3220,123.0,3220,(1.4210854715202004e-14, 4.728954081656411e-06)
3230,75.0,3230,(3.552713678800501e-15, 1.2161600352555979e-05)
3240,187.0,3240,(2.958744360626042e-13, 0.0005114038940519094)
3250,58.0,3250,(2.566835632933362e-11, 0.03894844278693199)
3260,39.0,3260,(1.1241230168934635e-11, 0.002950854366645217)
3270,39.0,3270,(2.3888446776254568e-11, 0.00756802735850215)
3280,28.0,3280,(4.046984969363621e-12, 0.0024025682359933853)
3290,9.0,3290,(1.5358825322664416e-11, 0.01512111909687519)
3300,13.0,3300,(5.515090606422746e-10, 0.07784408330917358)
3310,23.0,3310,(1.2789769243681803e-13, 4.589930176734924e-05)
3320,72.0,3320,(4.617106696969131e-11, 0.010447381064295769)
3330,49.0,3330,(2.9258817590971375e-11, 0.02792956493794918)
3340,50.0,3340,(1.7408297026122455e-13, 0.0006471560918726027)
3350,80.0,3350,(1.5417112031457236e-11, 0.0710640624165535)
3360,70.0,3360,(1.4034329254286604e-12, 0.0054527889005839825)
3370,139.0,3370,(1.184874420800952e-11, 0.011270131915807724)
3380,136.0,3380,(2.638333995719222e-12, 0.025783536955714226)
3390,138.0,3390,(2.1360690993788012e-13, 0.0005575501127168536)
3400,107.0,3400,(2.0894397323445446e-12, 0.004936440847814083)
3410,131.0,3410,(5.889733145636455e-13, 0.0026933285407721996)
3420,103.0,3420,(9.208989126818778e-11, 0.020181190222501755)
3430,119.0,3430,(7.73159314348959e-13, 0.0016687747556716204)
3440,112.0,3440,(1.1195488980320079e-12, 0.002558748936280608)
3450,93.0,3450,(1.1510792319313623e-12, 0.0016481326892971992)
3460,122.0,3460,(1.2545520178264269e-14, 2.4644787117722444e-05)
3470,98.0,3470,(3.552713678800501e-15, 4.415971488924697e-06)
3480,89.0,3480,(4.4986236957811343e-13, 0.0006086973589845002)
3490,94.0,3490,(1.5482060078397808e-12, 0.006961607839912176)
3500,154.0,3500,(1.3473250293216665e-13, 0.006206728983670473)
3510,96.0,3510,(8.617551117140465e-12, 0.002388052409514785)
3520,149.0,3520,(6.355493908927201e-11, 0.032938167452812195)
3530,96.0,3530,(1.2366996315904544e-11, 0.007172856014221907)
3540,53.0,3540,(3.637978807091713e-12, 0.0011523819994181395)
3550,108.0,3550,(3.6665115388245795e-12, 0.008253786712884903)
3560,55.0,3560,(6.956657472301231e-12, 0.017195697873830795)
3570,40.0,3570,(9.31060784026272e-13, 0.008134868927299976)
3580,31.0,3580,(5.223599330861362e-13, 0.0022459235042333603)
3590,26.0,3590,(8.038014698286133e-14, 0.0019646945875138044)
3600,53.0,3600,(2.6279565190634457e-08, 4.217953681945801)
3610,40.0,3610,(1.0043355036515322e-12, 0.0090579679235816)
3620,55.0,3620,(1.3473250293216665e-13, 0.005703780334442854)
3630,51.0,3630,(5.777600620149315e-13, 0.0005115980166010559)
3640,52.0,3640,(2.958744360626042e-13, 0.001873375615105033)
3650,49.0,3650,(5.6843418860808015e-12, 0.021027345210313797)
3660,94.0,3660,(1.2545520178264269e-14, 0.00042613327968865633)
3670,59.0,3670,(2.2737367544323206e-13, 9.83898644335568e-05)
3680,47.0,3680,(3.0001001682933293e-13, 0.0036540101282298565)
3690,42.0,3690,(3.337607967779377e-15, 7.987212302396074e-05)
3700,80.0,3700,(5.351968868083645e-12, 0.000684732454828918)
3710,42.0,3710,(1.2002954186129955e-11, 0.001993310172110796)
3720,97.0,3720,(7.025768855584147e-13, 0.011047896929085255)
3730,40.0,3730,(5.096478794541781e-12, 0.0006354671204462647)
3740,40.0,3740,(1.3614109839465982e-13, 0.003702942980453372)
3750,75.0,3750,(2.1781361436712388e-13, 0.025512592867016792)
3760,55.0,3760,(5.7558402488666616e-12, 0.010588268749415874)
3770,44.0,3770,(3.839706330666104e-12, 0.08164156973361969)
3780,44.0,3780,(1.4210854715202004e-14, 6.378872058121487e-05)
3790,46.0,3790,(6.242228955954943e-14, 0.00048388788127340376)
3800,84.0,3800,(3.622102617839573e-14, 0.0006937080761417747)
3810,48.0,3810,(5.684341886080802e-14, 0.0015658866614103317)
3820,108.0,3820,(9.979572723750607e-12, 0.002245584735646844)
3830,62.0,3830,(6.23945339839338e-13, 0.006794882472604513)
3840,50.0,3840,(4.7189363527877504e-11, 0.01298900693655014)
3850,96.0,3850,(3.622102617839573e-14, 0.00035974380443803966)
3860,97.0,3860,(5.684341886080802e-14, 0.001095381798222661)
3870,93.0,3870,(5.684341886080802e-14, 0.0013822243781760335)
3880,80.0,3880,(2.708944180085382e-14, 0.0003228554269298911)
3890,129.0,3890,(1.1102230246251565e-14, 7.746570190647617e-05)
3900,131.0,3900,(4.440892098500626e-16, 3.900860065186862e-06)
3910,151.0,3910,(2.0894397323445446e-12, 0.0023540370166301727)
3920,117.0,3920,(2.83550960489265e-12, 0.0038279385771602392)
3930,123.0,3930,(5.1764148523147924e-14, 0.0011825718684121966)
3940,93.0,3940,(1.4210854715202004e-14, 8.890312528819777e-06)
3950,141.0,3950,(1.2909950886097477e-12, 0.025995755568146706)
3960,134.0,3960,(1.879385536085465e-12, 0.02479206770658493)
3970,184.0,3970,(1.869199239834529e-12, 0.02992284670472145)
3980,136.0,3980,(4.290345856361455e-12, 0.0016130123985931277)
3990,200.0,3990,(3.622102617839573e-14, 0.00038548492011614144)
4000,120.0,4000,(8.127942763280771e-13, 0.002144235884770751)
4010,46.0,4010,(4.1247449900083666e-11, 0.038445860147476196)
4020,56.0,4020,(2.614020111479931e-12, 0.00520400470122695)
4030,44.0,4030,(5.684341886080802e-14, 6.487872451543808e-05)
4040,46.0,4040,(2.0894397323445446e-12, 0.0005053401691839099)
4050,60.0,4050,(1.2789769243681803e-13, 0.0015412657521665096)
4060,72.0,4060,(2.7755575615628914e-15, 1.9299333871458657e-05)
4070,87.0,4070,(1.1796119636642288e-14, 9.175158629659563e-05)
4080,73.0,4080,(4.551914400963142e-15, 1.4370584722200874e-05)
4090,102.0,4090,(2.7853275241795927e-12, 0.0015548864612355828)
4100,61.0,4100,(2.2037927038809357e-13, 0.0011530943447723985)
4110,145.0,4110,(1.8696155734687636e-13, 0.0003516858851071447)
4120,80.0,4120,(8.060496714534793e-13, 0.009710333310067654)
4130,104.0,4130,(2.7755575615628914e-15, 1.4045267562323716e-05)
4140,45.0,4140,(1.585509501467186e-12, 0.00833125226199627)
4150,73.0,4150,(9.453693383676409e-11, 0.014495918527245522)
