epoch,reward,tr,loss
1,11.0,1,(2.412207322777249e-09, 1.014094591140747)
10,10.0,10,(2.4533655107461527e-09, 0.985015332698822)
20,10.0,20,(2.390301734322975e-09, 0.8986263871192932)
30,9.0,30,(1.8378920607631244e-09, 0.8366820216178894)
40,10.0,40,(2.041261382146331e-09, 0.7488149404525757)
50,9.0,50,(1.6139125591507764e-09, 0.7075822353363037)
60,8.0,60,(1.1746159600534156e-09, 0.4283120632171631)
70,10.0,70,(9.015512780763402e-10, 0.38254475593566895)
80,10.0,80,(7.258336154336575e-10, 0.3401959240436554)
90,9.0,90,(4.81122697237879e-10, 0.21522364020347595)
100,9.0,100,(4.909783690720815e-10, 0.1871650516986847)
110,10.0,110,(8.846292587350035e-10, 0.3230050206184387)
120,9.0,120,(5.2015280971318134e-11, 0.026869507506489754)
130,9.0,130,(1.7078116698598933e-10, 0.07839664816856384)
140,9.0,140,(1.1036194180746861e-10, 0.03531835228204727)
150,10.0,150,(2.420144085135689e-10, 0.07380412518978119)
160,9.0,160,(8.617551117140465e-12, 0.004863376263529062)
170,10.0,170,(1.0632916769282019e-10, 0.055152472108602524)
180,9.0,180,(7.781864042044617e-11, 0.023581529036164284)
190,10.0,190,(1.6044943151882762e-12, 0.0009248147252947092)
200,10.0,200,(4.440892098500626e-16, 1.5400678421428893e-07)
210,9.0,210,(1.7826096154749393e-10, 0.05333013832569122)
220,10.0,220,(6.001777297370836e-09, 3.435983419418335)
230,8.0,230,(1.0358158775147785e-10, 0.06177849322557449)
240,10.0,240,(6.09681194418954e-11, 0.044620346277952194)
250,9.0,250,(7.572964477731148e-11, 0.044132765382528305)
260,10.0,260,(5.396794122702886e-11, 0.029375286772847176)
270,9.0,270,(5.46265255252365e-11, 0.015213081613183022)
280,10.0,280,(1.0725331733851817e-10, 0.06966563314199448)
290,8.0,290,(7.599698648164122e-12, 0.004223426803946495)
300,8.0,300,(8.645884008728899e-11, 0.05932743474841118)
310,8.0,310,(2.840310209251129e-10, 0.07597675919532776)
320,10.0,320,(8.79341044424109e-12, 0.005446523427963257)
330,9.0,330,(3.20277582233075e-10, 0.07790636271238327)
340,10.0,340,(1.4100720591159188e-11, 0.00888283085078001)
350,9.0,350,(1.6427748050773516e-11, 0.009313247166574001)
360,10.0,360,(2.691629141793328e-10, 0.07577474415302277)
370,9.0,370,(4.597926483995707e-10, 0.11445446312427521)
380,10.0,380,(1.3267831278085396e-10, 0.04093766584992409)
390,9.0,390,(1.1161782609292459e-10, 0.03611062094569206)
400,8.0,400,(1.5010215292932116e-11, 0.008268825709819794)
410,9.0,410,(5.972111694063642e-12, 0.0038004920352250338)
420,9.0,420,(9.672262990534364e-11, 0.03142716735601425)
430,10.0,430,(1.6460655061223406e-10, 0.08471813052892685)
440,10.0,440,(2.0293455804676341e-10, 0.06194904074072838)
450,8.0,450,(2.721045611053796e-10, 0.07739108055830002)
460,10.0,460,(8.507905491228485e-11, 0.02951364777982235)
470,9.0,470,(4.290345856361455e-12, 0.0018103475449606776)
480,10.0,480,(8.208189683500677e-11, 0.028836993500590324)
490,9.0,490,(6.23945339839338e-13, 0.0002773482701741159)
500,10.0,500,(2.877698079828406e-13, 0.00011037925287382677)
510,10.0,510,(2.220446049250313e-15, 7.260880465764785e-07)
520,9.0,520,(1.6281413550700563e-08, 6.739163875579834)
530,10.0,530,(1.2825296380469808e-10, 0.04995747655630112)
540,8.0,540,(1.5010215292932116e-11, 0.0060166181065142155)
550,9.0,550,(1.1510792319313623e-12, 0.0004673228249885142)
560,9.0,560,(2.3743229604633598e-11, 0.010292579419910908)
570,9.0,570,(2.063451631784119e-10, 0.06872440129518509)
580,9.0,580,(1.1441958491786863e-11, 0.005045145284384489)
590,9.0,590,(2.220446049250313e-15, 4.70500310711941e-07)
600,9.0,600,(7.239586707896706e-11, 0.026962758973240852)
