epoch,reward,tr,loss
1710,56.0,1710,(2.2313262348916396e-11, 0.005507821217179298)
1720,46.0,1720,(6.045386413688902e-12, 0.01087869331240654)
1730,172.0,1730,(9.383605004131823e-13, 0.0003710459277499467)
1740,99.0,1740,(2.0463630789890885e-12, 0.0006663778331130743)
1750,70.0,1750,(8.038014698286133e-14, 3.993034260929562e-05)
1760,60.0,1760,(8.573697307667771e-12, 0.03894731402397156)
1770,72.0,1770,(2.722266856380884e-13, 4.30910695286002e-05)
1780,34.0,1780,(3.1445956949482934e-12, 0.0009105000644922256)
1790,49.0,1790,(1.0456080445919724e-11, 0.0036006225273013115)
1800,59.0,1800,(1.1542766742422828e-11, 0.003813820192590356)
1810,84.0,1810,(5.7558402488666616e-12, 0.01256253570318222)
1820,53.0,1820,(1.9062529332813938e-11, 0.029057418927550316)
1830,47.0,1830,(3.47499806707674e-14, 0.00011644190090009943)
1840,43.0,1840,(6.342038005868744e-12, 0.00588390976190567)
1850,36.0,1850,(2.916195285251888e-09, 4.958001136779785)
1860,41.0,1860,(1.6044943151882762e-12, 0.001956565771251917)
1870,60.0,1870,(4.290345856361455e-12, 0.0008176314295269549)
1880,39.0,1880,(2.025157819218748e-12, 0.00034247388248331845)
1890,39.0,1890,(4.352074256530614e-12, 0.006255058106034994)
1900,62.0,1900,(4.440892098500626e-16, 3.179380314577429e-07)
1910,42.0,1910,(1.596731635800097e-08, 4.100065231323242)
1920,48.0,1920,(2.062412740588826e-12, 0.05560199171304703)
1930,99.0,1930,(2.0041746040533326e-12, 0.0005074755172245204)
1940,57.0,1940,(6.839084853993427e-12, 0.03522593155503273)
1950,71.0,1950,(3.023403749580211e-11, 0.005179610103368759)
1960,39.0,1960,(1.566746732351021e-12, 0.001046295277774334)
1970,35.0,1970,(4.863665026277886e-12, 0.0013649407774209976)
1980,49.0,1980,(5.773159728050814e-15, 2.8316756015556166e-06)
1990,29.0,1990,(1.1042278202921807e-11, 0.014141363091766834)
2000,31.0,2000,(5.6137317017146415e-12, 0.005364662501960993)
2010,51.0,2010,(4.907185768843192e-13, 0.00038835505256429315)
2020,40.0,2020,(3.0137004003449874e-12, 0.014328422024846077)
2030,113.0,2030,(2.176481217475157e-12, 0.004410518333315849)
2040,49.0,2040,(9.699352432335218e-12, 0.04659240320324898)
2050,70.0,2050,(3.93556298661224e-11, 0.011665399186313152)
2060,31.0,2060,(1.7391643680753077e-12, 0.003882593009620905)
2070,95.0,2070,(1.5620907345414992e-12, 0.049728598445653915)
2080,44.0,2080,(2.9878322038712213e-12, 0.0016064884839579463)
2090,32.0,2090,(7.861489237370733e-13, 0.0018360831309109926)
2100,64.0,2100,(1.7000845176085022e-12, 0.009586167521774769)
2110,84.0,2110,(3.197442310920451e-14, 8.988394984044135e-05)
2120,28.0,2120,(8.448797217397441e-14, 0.00014586769975721836)
2130,29.0,2130,(5.684341886080802e-14, 5.247713124845177e-05)
2140,46.0,2140,(6.439293542825908e-14, 4.6326720621436834e-05)
2150,37.0,2150,(4.2502112940212555e-13, 0.003933805972337723)
2160,28.0,2160,(5.684341886080802e-14, 0.0003638797497842461)
2170,64.0,2170,(6.004086117172847e-13, 0.0016844726633280516)
2180,44.0,2180,(7.674447743966084e-09, 6.055688858032227)
2190,72.0,2190,(7.806311153046863e-12, 0.03147663548588753)
2200,27.0,2200,(6.607270286451694e-12, 0.02711157314479351)
2210,41.0,2210,(1.1102230246251565e-16, 2.698476464502164e-08)
2220,42.0,2220,(3.3795188869589765e-13, 7.931483560241759e-05)
2230,53.0,2230,(4.2021941482062175e-13, 0.0009526306530460715)
2240,33.0,2240,(2.638333995719222e-12, 0.009364165365695953)
2250,32.0,2250,(3.6665115388245795e-12, 0.0211497712880373)
2260,38.0,2260,(1.1542766742422828e-11, 0.003954019397497177)
2270,40.0,2270,(9.606537787476555e-12, 0.002773074433207512)
2280,89.0,2280,(1.1510792319313623e-12, 0.0002477149828337133)
2290,43.0,2290,(3.6426417437951386e-13, 0.0018066366901621222)
2300,62.0,2300,(1.2492229473082261e-12, 0.0009667673148214817)
2310,55.0,2310,(2.5660584768161243e-12, 0.010457569733262062)
2320,43.0,2320,(3.007016857736744e-11, 0.0077639129012823105)
2330,79.0,2330,(9.094947017729282e-13, 0.0014721755869686604)
2340,35.0,2340,(5.899725152858082e-12, 0.00112779694609344)
2350,76.0,2350,(3.552713678800501e-13, 0.00018991790420841426)
2360,63.0,2360,(5.684341886080802e-14, 0.00029882442322559655)
2370,122.0,2370,(1.680877659282487e-12, 0.004935636650770903)
2380,46.0,2380,(1.8207657603852567e-14, 1.9964834791608155e-05)
2390,80.0,2390,(9.885869900472244e-12, 0.013679541647434235)
2400,54.0,2400,(3.82519016461913e-12, 0.06983450800180435)
2410,102.0,2410,(2.2879920180685076e-11, 0.00382941379211843)
2420,57.0,2420,(7.436273818939299e-12, 0.0014329219702631235)
2430,80.0,2430,(2.5142665727173608e-11, 0.004192834720015526)
2440,62.0,2440,(6.004086117172847e-13, 0.002401422942057252)
2450,55.0,2450,(2.7853275241795927e-12, 0.012173257768154144)
2460,46.0,2460,(4.863665026277886e-12, 0.0037601797375828028)
2470,36.0,2470,(3.197442310920451e-12, 0.0006173512083478272)
2480,125.0,2480,(2.4202861936828413e-13, 0.0015607961686328053)
2490,39.0,2490,(4.7983839124299266e-12, 0.0050765229389071465)
2500,84.0,2500,(2.206037852392484e-10, 2.0371789932250977)
2510,108.0,2510,(9.094947017729282e-13, 0.0023820442147552967)
2520,42.0,2520,(9.969802761133906e-13, 0.0001945390395121649)
2530,107.0,2530,(1.0267342531733448e-12, 0.0010694655356928706)
2540,177.0,2540,(4.298783551348606e-13, 0.0004897480248473585)
2550,186.0,2550,(5.773159728050814e-15, 1.9339155187481083e-05)
2560,92.0,2560,(2.15455431273881e-11, 0.0026788958348333836)
2570,40.0,2570,(3.574987528232043e-13, 0.011576471850275993)
2580,57.0,2580,(1.1644463171478492e-11, 0.0022057450842112303)
2590,61.0,2590,(2.877698079828406e-13, 0.0008434380870312452)
2600,41.0,2600,(1.1542766742422828e-11, 0.006942762527614832)
2610,47.0,2610,(1.566746732351021e-12, 0.0005446436698548496)
2620,42.0,2620,(8.881784197001252e-14, 0.0003135163860861212)
2630,70.0,2630,(6.23945339839338e-13, 0.0032494531478732824)
2640,49.0,2640,(2.2737367544323206e-13, 0.005560676101595163)
2650,67.0,2650,(2.958744360626042e-13, 0.001364905503578484)
2660,58.0,2660,(2.958744360626042e-13, 0.0033872819039970636)
2670,82.0,2670,(9.572898029830412e-14, 0.001798134297132492)
2680,150.0,2680,(1.0419443086107094e-12, 0.0028576275799423456)
2690,95.0,2690,(4.636402373137116e-12, 0.0006988164386712015)
2700,58.0,2700,(5.223599330861362e-13, 0.002412863075733185)
2710,43.0,2710,(3.7347902548390266e-13, 0.002299936953932047)
2720,75.0,2720,(1.6797674362578618e-13, 0.0007717712433077395)
2730,65.0,2730,(3.552713678800501e-15, 3.697403008118272e-05)
2740,53.0,2740,(3.619951560729362e-13, 0.013273137621581554)
2750,68.0,2750,(4.440892098500626e-16, 2.720453494475805e-06)
2760,80.0,2760,(6.568967592102126e-12, 0.0022854844573885202)
2770,66.0,2770,(1.8207657603852567e-14, 4.2900341213680804e-05)
2780,51.0,2780,(9.336975637097567e-14, 0.0006638322374783456)
2790,68.0,2790,(4.2021941482062175e-13, 0.0017178277485072613)
2800,36.0,2800,(2.990718783735247e-11, 0.00872538611292839)
2810,40.0,2810,(1.226796442210798e-13, 0.0011120470007881522)
2820,46.0,2820,(9.240608278560103e-12, 0.0025934057775884867)
2830,49.0,2830,(1.1102230246251565e-16, 2.0176321413600817e-07)
2840,35.0,2840,(1.7293111387317595e-12, 0.026852158829569817)
2850,41.0,2850,(8.662515149637784e-14, 0.002584913745522499)
2860,41.0,2860,(2.7602919949742954e-13, 0.006309330463409424)
2870,64.0,2870,(1.1951328815484885e-11, 0.0015884212916716933)
2880,132.0,2880,(3.257172309645284e-11, 0.08379478752613068)
2890,57.0,2890,(2.220446049250313e-12, 0.0014112540520727634)
2900,31.0,2900,(2.1360690993788012e-13, 0.00037906141369603574)
2910,122.0,2910,(1.585509501467186e-12, 0.02112058736383915)
2920,69.0,2920,(8.662515149637784e-14, 0.0011305208317935467)
2930,162.0,2930,(4.298783551348606e-13, 0.0039425138384103775)
2940,127.0,2940,(5.340172748447003e-14, 0.00045410983148030937)
2950,65.0,2950,(3.3795188869589765e-13, 0.0001498801721027121)
2960,49.0,2960,(1.609823385706477e-14, 0.00019295274978503585)
2970,55.0,2970,(3.197442310920451e-14, 0.000579986022785306)
2980,44.0,2980,(8.038014698286133e-14, 0.0015773421619087458)
2990,64.0,2990,(4.0245584642661925e-15, 2.9658449420821853e-05)
3000,51.0,3000,(3.695266315162371e-12, 0.017151454463601112)
3010,56.0,3010,(4.4478309924045334e-13, 0.004280513618141413)
3020,56.0,3020,(3.4650060598551136e-13, 0.0019749163184314966)
3030,55.0,3030,(8.881784197001252e-14, 2.582562592579052e-05)
3040,53.0,3040,(4.636402373137116e-12, 0.042486246675252914)
3050,75.0,3050,(1.1542766742422828e-11, 0.0030634712893515825)
3060,100.0,3060,(2.708944180085382e-14, 0.0002314357552677393)
3070,74.0,3070,(6.819683706638102e-12, 0.0008344331290572882)
3080,70.0,3080,(4.28129753871076e-15, 0.00012479352881200612)
3090,99.0,3090,(1.4210854715202004e-14, 1.336742479907116e-05)
3100,93.0,3100,(1.91027749174566e-12, 0.031176775693893433)
3110,163.0,3110,(1.2262635351589779e-11, 0.0019380907760933042)
3120,127.0,3120,(5.889733145636455e-13, 0.010940003208816051)
3130,66.0,3130,(2.2037927038809357e-13, 0.000436760630691424)
3140,92.0,3140,(8.038014698286133e-14, 0.0005192516837269068)
3150,59.0,3150,(2.589928271845565e-12, 0.0033925289753824472)
3160,99.0,3160,(1.1951328815484885e-11, 0.0029587598983198404)
3170,78.0,3170,(2.2652990594451694e-12, 0.005717545282095671)
3180,72.0,3180,(9.106604359487847e-14, 0.0007432411657646298)
3190,164.0,3190,(6.840084054715589e-13, 0.002973224502056837)
3200,154.0,3200,(5.684341886080802e-14, 6.62920720060356e-05)
3210,81.0,3210,(1.8999246620410304e-12, 0.004772753920406103)
3220,81.0,3220,(1.2015388684005757e-13, 0.0015731974272057414)
3230,39.0,3230,(3.482014676592371e-11, 0.009235869161784649)
3240,69.0,3240,(4.377298523650097e-11, 0.016314378008246422)
3250,55.0,3250,(4.551914400963142e-15, 6.253059837035835e-05)
3260,59.0,3260,(6.963318810448982e-13, 0.000683111313264817)
3270,39.0,3270,(2.0894397323445446e-12, 0.0005265462677925825)
3280,67.0,3280,(5.010436510133331e-13, 0.003935361281037331)
3290,140.0,3290,(3.8689051962137455e-12, 0.0019274414516985416)
3300,14.0,3300,(2.067790383364354e-12, 0.012919376604259014)
3310,10.0,3310,(4.298783551348606e-13, 0.00569539237767458)
3320,10.0,3320,(2.942002197414695e-11, 0.013904321007430553)
3330,33.0,3330,(1.109889957717769e-10, 0.0778287872672081)
3340,46.0,3340,(6.4930283372177655e-12, 0.008357691578567028)
3350,45.0,3350,(8.971046128181115e-12, 0.0017940925899893045)
3360,66.0,3360,(7.781864042044617e-11, 0.012087653391063213)
3370,52.0,3370,(4.604316927725449e-12, 0.0007853021379560232)
3380,75.0,3380,(1.1352030426792226e-12, 0.004024825990200043)
3390,174.0,3390,(7.931877377131968e-12, 0.008856738917529583)
3400,136.0,3400,(1.4570566975180554e-12, 0.0014653044054284692)
3410,106.0,3410,(2.581979074989249e-11, 0.003443629015237093)
3420,118.0,3420,(7.025768855584147e-13, 0.00917799025774002)
3430,141.0,3430,(2.589928271845565e-12, 0.0008231628453359008)
3440,91.0,3440,(6.963318810448982e-13, 0.009784904308617115)
3450,117.0,3450,(1.474010358215594e-09, 4.1995062828063965)
3460,98.0,3460,(1.690453332869879e-12, 0.017434630542993546)
3470,92.0,3470,(3.1936925326547794e-11, 0.003896093927323818)
3480,91.0,3480,(5.134781488891349e-15, 0.00011869613081216812)
3490,93.0,3490,(8.038014698286133e-14, 3.930905586457811e-05)
3500,116.0,3500,(2.4248381080838044e-12, 0.007559898775070906)
3510,100.0,3510,(1.566746732351021e-12, 0.0011445607524365187)
3520,89.0,3520,(5.1159076974727213e-11, 0.019578471779823303)
3530,120.0,3530,(3.1363800445660672e-15, 5.103296280140057e-05)
3540,91.0,3540,(8.881784197001252e-14, 0.000479931099107489)
3550,94.0,3550,(1.5126788710517758e-14, 0.0001224238076247275)
3560,99.0,3560,(1.650068970349139e-13, 0.0029237449634820223)
3570,47.0,3570,(2.4702462297909733e-15, 1.778634759830311e-05)
3580,49.0,3580,(3.197442310920451e-14, 0.0006199129857122898)
3590,56.0,3590,(4.352074256530614e-12, 0.0010772766545414925)
3600,67.0,3600,(3.4219849176508887e-13, 0.00226823752745986)
3610,47.0,3610,(7.274625346553876e-12, 0.003971669357270002)
3620,31.0,3620,(3.508582313571651e-13, 0.005300522781908512)
3630,45.0,3630,(1.650068970349139e-13, 0.0016292738728225231)
3640,53.0,3640,(5.773159728050814e-15, 8.38722462503938e-06)
3650,40.0,3650,(3.93556298661224e-11, 0.005463392473757267)
3660,64.0,3660,(1.6792345292060418e-11, 0.005851839203387499)
3670,58.0,3670,(2.345901251032956e-13, 0.003931951709091663)
3680,61.0,3680,(1.2015388684005757e-13, 0.011631432920694351)
3690,51.0,3690,(3.042011087472929e-13, 0.0004777919966727495)
3700,38.0,3700,(2.3309354446610087e-11, 0.004449428059160709)
3710,55.0,3710,(8.448797217397441e-14, 0.00016283999138977379)
3720,142.0,3720,(5.752776033318696e-11, 0.02787046693265438)
3730,200.0,3730,(3.7347902548390266e-13, 5.6431534176226705e-05)
3740,200.0,3740,(2.1983526110602725e-12, 0.004279328044503927)
3750,66.0,3750,(3.197442310920451e-14, 0.00012995964789297432)
3760,79.0,3760,(1.3989254199486822e-11, 0.008722714148461819)
3770,50.0,3770,(1.0845102593748379e-11, 0.04007262736558914)
3780,35.0,3780,(1.8696155734687636e-13, 0.0006623464869335294)
3790,37.0,3790,(5.5094817597023393e-14, 0.010471227578818798)
3800,44.0,3800,(1.7100210136788974e-13, 0.0016029737889766693)
3810,40.0,3810,(9.094947017729282e-13, 0.00562726054340601)
3820,50.0,3820,(2.382816166601742e-13, 0.00564788281917572)
3830,95.0,3830,(2.9878322038712213e-12, 0.0011226943461224437)
3840,80.0,3840,(1.2825296380469808e-12, 0.0038522277027368546)
3850,200.0,3850,(7.993605777301127e-13, 0.003603427205234766)
3860,82.0,3860,(4.836409051023338e-15, 0.00017892368487082422)
3870,70.0,3870,(2.7755575615628914e-15, 4.904297384200618e-05)
3880,118.0,3880,(4.551914400963142e-15, 0.0002137672418029979)
3890,92.0,3890,(5.773159728050814e-15, 2.226463948318269e-05)
3900,111.0,3900,(5.115907697472721e-13, 0.0008599980501458049)
3910,150.0,3910,(1.566746732351021e-12, 0.0025921433698385954)
3920,131.0,3920,(2.7988722450800196e-13, 0.0005886307335458696)
3930,89.0,3930,(8.164163789459167e-12, 0.0823998972773552)
3940,200.0,3940,(7.931877377131968e-12, 0.04635258764028549)
3950,171.0,3950,(2.2737367544323206e-13, 6.980837497394532e-05)
3960,134.0,3960,(4.290345856361455e-12, 0.0056086755357682705)
3970,127.0,3970,(8.953948693601887e-13, 0.0014187516644597054)
3980,75.0,3980,(2.2382451447811036e-10, 0.0348806157708168)
3990,51.0,3990,(1.9984014443252818e-11, 0.027027001604437828)
4000,105.0,4000,(4.298783551348606e-13, 8.35224345792085e-05)
4010,156.0,4010,(2.7651492207070305e-14, 0.0012269594008103013)
4020,83.0,4020,(1.9389045924356196e-11, 0.0029701313469558954)
4030,65.0,4030,(5.4241333646842804e-14, 0.0015951369423419237)
4040,83.0,4040,(3.2232438940127395e-11, 0.005222837440669537)
4050,59.0,4050,(2.614020111479931e-12, 0.013895832002162933)
4060,74.0,4060,(1.184874420800952e-11, 0.003172957571223378)
4070,67.0,4070,(2.7755575615628914e-15, 2.518296241760254e-06)
4080,51.0,4080,(3.4696689965585392e-12, 0.0009561366168782115)
4090,77.0,4090,(7.764899834228345e-12, 0.003745486494153738)
4100,118.0,4100,(2.4482638139033952e-12, 0.0005588456988334656)
4110,73.0,4110,(6.242228955954943e-14, 0.007499529980123043)
4120,60.0,4120,(1.3773704399255848e-14, 0.001339009846560657)
4130,93.0,4130,(6.938893903907228e-18, 1.2290968243178213e-06)
4140,72.0,4140,(3.581579477440755e-12, 0.002086361637338996)
4150,76.0,4150,(1.0267342531733448e-12, 0.0005625265184789896)
4160,65.0,4160,(7.993605777301127e-13, 0.004902661312371492)
