round,contri
2,0.2179226069257713
3,0.6462207361215394
4,0.5239222680955737
5,0.507380134658114
6,0.5151908655291798
7,0.5419153150039604
8,0.4889182318243875
9,0.5245949731011822
10,0.5114259892396947
