round,contri
1,1.0
2,0.7820773930742286
3,0.35377926387846054
4,0.47607773190442615
5,0.492619865341886
6,0.4848091344708203
7,0.4580846849960397
8,0.5110817681756126
9,0.47540502689881786
10,0.48857401076030527
